alpha0,alpha1,alpha2,alpha3,Cx0Mean,Cy0Mean,Cm0Mean, Cx1Mean,Cy1Mean,Cm1Mean, Cx2Mean,Cy2Mean,Cm2Mean, Cx3Mean,Cy3Mean,Cm3Mean,Flag,,,SumCx,SumCy
-1,-2,-4,-20,2.066826,1.362307,-0.366797,1.138684,1.005298,-0.278022,1.961684,1.825136,-0.485666,0.784726,1.324639,-0.355488,NOTCONVERGED,,,5.95192,5.51738
1,-2,-4,-20,1.966457,1.2864,-0.364734,1.147888,1.00996,-0.278891,1.974934,1.825363,-0.484898,0.782814,1.326589,-0.357793,NOTCONVERGED,,,5.872093,5.448312
3,-2,-4,-20,1.850549,1.202674,-0.360131,1.158724,1.015654,-0.280109,1.9901,1.825475,-0.484125,0.781782,1.326939,-0.358885,NOTCONVERGED,,,5.781155,5.370742
5,-2,-4,-20,1.72464,1.114113,-0.353632,1.168531,1.021027,-0.281231,2.00644,1.825478,-0.48337,0.774632,1.325516,-0.361344,NOTCONVERGED,,,5.674243,5.286134
-5,0,-4,-20,0.790957,0.813786,-0.270045,1.139914,0.974832,-0.282826,2.24618,1.937052,-0.495603,0.740494,1.320364,-0.377334,NOTCONVERGED,,,4.917545,5.046034
-3,0,-4,-20,1.481449,1.079588,-0.279349,1.075012,0.9358,-0.274099,2.049403,1.839725,-0.484133,0.758428,1.321823,-0.368296,NOTCONVERGED,,,5.364292,5.176936
-1,0,-4,-20,2.046971,1.35367,-0.364041,1.02618,0.905278,-0.267023,1.950855,1.815266,-0.483131,0.774014,1.3208,-0.359889,NOTCONVERGED,,,5.79802,5.395014
1,0,-4,-20,1.948134,1.278603,-0.362415,1.035186,0.910234,-0.268091,1.964574,1.816006,-0.482595,0.772355,1.320122,-0.360598,NOTCONVERGED,,,5.720249,5.324965
3,0,-4,-20,1.83189,1.194796,-0.357737,1.04517,0.915719,-0.26922,1.978183,1.814745,-0.481224,0.770367,1.321638,-0.362656,NOTCONVERGED,,,5.62561,5.246898
5,0,-4,-20,1.707603,1.106741,-0.351293,1.056364,0.921756,-0.270455,1.995404,1.815631,-0.480751,0.76965,1.322886,-0.364122,NOTCONVERGED,,,5.529021,5.167014
-5,-10,-2,-20,0.853143,0.870097,-0.288448,1.634827,1.419337,-0.31539,2.099384,1.809143,-0.493266,0.776633,1.342508,-0.367742,NOTCONVERGED,,,5.363987,5.441085
-3,-10,-2,-20,2.204884,1.473533,-0.3795,1.513843,1.349977,-0.302678,1.824128,1.698743,-0.483387,0.834829,1.353983,-0.34287,NOTCONVERGED,,,6.377684,5.876236
-1,-10,-2,-20,2.140143,1.41511,-0.38374,1.521117,1.350466,-0.302475,1.835399,1.70158,-0.483501,0.848333,1.361917,-0.342747,NOTCONVERGED,,,6.344992,5.829073
1,-10,-2,-20,2.034068,1.335405,-0.381353,1.528438,1.353541,-0.302841,1.850212,1.703791,-0.483008,0.841841,1.360032,-0.345123,NOTCONVERGED,,,6.254559,5.752769
3,-10,-2,-20,1.910115,1.246159,-0.375338,1.538227,1.35847,-0.303816,1.866819,1.705618,-0.48219,0.833746,1.357233,-0.347577,NOTCONVERGED,,,6.148907,5.66748
5,-10,-2,-20,1.777167,1.153223,-0.368175,1.546901,1.365322,-0.305468,1.883167,1.706367,-0.481203,0.806979,1.345304,-0.352123,NOTCONVERGED,,,6.014214,5.570216
-5,-8,-2,-20,0.849847,0.866642,-0.286873,1.569042,1.352259,-0.314756,2.09221,1.803359,-0.491803,0.77505,1.341547,-0.369267,NOTCONVERGED,,,5.286149,5.363807
-3,-8,-2,-20,2.194309,1.469425,-0.378317,1.439063,1.276766,-0.300002,1.816581,1.692245,-0.481593,0.828771,1.349851,-0.345219,NOTCONVERGED,,,6.278724,5.788287
-1,-8,-2,-20,2.212354,1.439912,-0.391402,1.491097,1.213022,-0.275039,1.892669,1.748224,-0.496223,1.554021,1.893185,-0.347625,NOTCONVERGED,,,7.150141,6.294343
1,-8,-2,-20,2.080511,1.352447,-0.386594,1.492187,1.245088,-0.28554,1.884334,1.732071,-0.490856,1.300762,1.659076,-0.321694,NOTCONVERGED,,,6.757794,5.988682
3,-8,-2,-20,1.956548,1.264247,-0.381321,1.500276,1.250877,-0.286894,1.899803,1.732902,-0.489813,1.270107,1.634286,-0.323873,NOTCONVERGED,,,6.626734,5.882312
5,-8,-2,-20,1.82791,1.173227,-0.374683,1.512328,1.253051,-0.28685,1.920591,1.736977,-0.48966,1.28981,1.648078,-0.32532,NOTCONVERGED,,,6.550639,5.811333
-5,-6,-2,-20,0.844219,0.861403,-0.284837,1.481016,1.271175,-0.310953,2.082701,1.795721,-0.489953,0.76968,1.337906,-0.371121,NOTCONVERGED,,,5.177616,5.266205
-3,-6,-2,-20,2.177534,1.462514,-0.376238,1.348678,1.195189,-0.295525,1.806376,1.683246,-0.479054,0.803703,1.337206,-0.350346,NOTCONVERGED,,,6.136291,5.678155
-1,-6,-2,-20,2.167586,1.423821,-0.386273,1.407877,1.176424,-0.283963,1.85952,1.721006,-0.488789,1.262149,1.625529,-0.322466,NOTCONVERGED,,,6.697132,5.94678
1,-6,-2,-20,2.065739,1.346344,-0.384733,1.418355,1.179467,-0.284271,1.876013,1.724575,-0.4887,1.271686,1.632165,-0.324064,NOTCONVERGED,,,6.631793,5.882551
3,-6,-2,-20,1.947349,1.260223,-0.380007,1.431484,1.183137,-0.284715,1.8949,1.72839,-0.488462,1.289326,1.645846,-0.326223,NOTCONVERGED,,,6.563059,5.817596
5,-6,-2,-20,1.819554,1.169703,-0.373624,1.444621,1.186675,-0.285005,1.915906,1.732784,-0.488504,1.307114,1.659433,-0.328183,NOTCONVERGED,,,6.487195,5.748595
-5,-4,-2,-20,0.840737,0.856839,-0.282506,1.375447,1.178837,-0.303657,2.069247,1.785137,-0.487239,0.755198,1.330881,-0.373998,NOTCONVERGED,,,5.040629,5.151694
-3,-4,-2,-20,2.164393,1.457489,-0.375016,1.247882,1.104154,-0.287971,1.79666,1.674962,-0.476871,0.79117,1.331632,-0.354538,NOTCONVERGED,,,6.000105,5.568237
-1,-4,-2,-20,2.092407,1.395126,-0.377721,1.258005,1.107705,-0.288397,1.809271,1.67833,-0.477071,0.803059,1.339136,-0.354779,NOTCONVERGED,,,5.962742,5.520297
1,-4,-2,-20,2.05472,1.341224,-0.383082,1.334557,1.101145,-0.278917,1.870947,1.719663,-0.487296,1.295068,1.645072,-0.325877,NOTCONVERGED,,,6.555292,5.807104
3,-4,-2,-20,1.936719,1.254904,-0.37813,1.347638,1.10502,-0.279328,1.891654,1.724916,-0.487592,1.314021,1.659417,-0.327846,NOTCONVERGED,,,6.490032,5.744257
5,-4,-2,-20,1.733632,1.134125,-0.361985,1.287901,1.123775,-0.291797,1.858494,1.684484,-0.475063,0.782774,1.334296,-0.361392,NOTCONVERGED,,,5.662801,5.27668
-5,-2,-2,-20,0.835449,0.851113,-0.280064,1.266174,1.082872,-0.29519,2.05577,1.774528,-0.484503,0.748819,1.328173,-0.37678,NOTCONVERGED,,,4.906212,5.036686
-3,-2,-2,-20,2.147969,1.450786,-0.372935,1.14184,1.009263,-0.279208,1.785954,1.665588,-0.474184,0.779793,1.325946,-0.358067,NOTCONVERGED,,,5.855556,5.451583
-1,-2,-2,-20,2.071832,1.386412,-0.375109,1.149926,1.012788,-0.279714,1.797987,1.668084,-0.474035,0.783601,1.328597,-0.358607,NOTCONVERGED,,,5.803346,5.395881
1,-2,-2,-20,1.965791,1.306314,-0.372414,1.159152,1.017786,-0.280828,1.812197,1.669893,-0.473357,0.779622,1.329091,-0.360787,NOTCONVERGED,,,5.716762,5.323084
3,-2,-2,-20,1.845775,1.218785,-0.367044,1.169827,1.023413,-0.281979,1.829614,1.672714,-0.472945,0.776075,1.327872,-0.362043,NOTCONVERGED,,,5.621291,5.242784
5,-2,-2,-20,1.71659,1.126622,-0.359659,1.181332,1.029369,-0.28318,1.849178,1.676122,-0.472794,0.773984,1.328794,-0.36388,NOTCONVERGED,,,5.521084,5.160907
-5,0,-2,-20,0.831044,0.845826,-0.277451,1.146591,0.980173,-0.284368,2.042236,1.763735,-0.481824,0.736098,1.322824,-0.37997,NOTCONVERGED,,,4.755969,4.912558
-3,0,-2,-20,2.130895,1.443386,-0.370773,1.029982,0.909203,-0.268279,1.776016,1.656689,-0.471752,0.772946,1.322975,-0.361469,NOTCONVERGED,,,5.709839,5.332253
-1,0,-2,-20,2.052572,1.378191,-0.372665,1.037234,0.912966,-0.269013,1.787411,1.658604,-0.471374,0.77285,1.323858,-0.362378,NOTCONVERGED,,,5.650067,5.273619
1,0,-2,-20,1.947893,1.298579,-0.370072,1.04735,0.918616,-0.270279,1.801456,1.660121,-0.470473,0.77258,1.324852,-0.363587,NOTCONVERGED,,,5.569279,5.202168
3,0,-2,-20,1.827829,1.2108,-0.364522,1.057147,0.923633,-0.271143,1.819876,1.663911,-0.470494,0.770115,1.324999,-0.365084,NOTCONVERGED,,,5.474967,5.123343
5,0,-2,-20,1.699727,1.119147,-0.35727,1.069258,0.930034,-0.272471,1.839016,1.667146,-0.470183,0.770204,1.326876,-0.366748,NOTCONVERGED,,,5.378205,5.043203
-5,-10,0,-20,0.900182,0.9061,-0.296449,1.643072,1.425855,-0.316833,1.884348,1.627095,-0.476151,0.775294,1.345371,-0.36991,NOTCONVERGED,,,5.202896,5.304421
-3,-10,0,-20,2.229279,1.511306,-0.391829,1.525528,1.358033,-0.304358,1.642989,1.527965,-0.468146,0.833343,1.357189,-0.346287,NOTCONVERGED,,,6.231139,5.754493
-1,-10,0,-20,2.144599,1.441064,-0.392859,1.534853,1.360128,-0.304548,1.656918,1.532364,-0.468089,0.843338,1.363544,-0.346694,NOTCONVERGED,,,6.179708,5.6971
1,-10,0,-20,2.031144,1.355853,-0.389251,1.542418,1.364284,-0.305356,1.673301,1.536452,-0.467628,0.831671,1.358579,-0.349184,NOTCONVERGED,,,6.078534,5.615168
3,-10,0,-20,1.902199,1.262507,-0.3826,1.550895,1.370348,-0.306694,1.690647,1.540142,-0.466971,0.808313,1.349237,-0.35373,NOTCONVERGED,,,5.952054,5.522234
5,-10,0,-20,1.767694,1.16662,-0.374822,1.562034,1.375789,-0.30781,1.711042,1.545259,-0.466743,0.801631,1.347832,-0.356259,NOTCONVERGED,,,5.842401,5.4355
-5,-8,0,-20,0.899371,0.903376,-0.294886,1.578292,1.359107,-0.31639,1.876813,1.621562,-0.474831,0.774897,1.345438,-0.371637,NOTCONVERGED,,,5.129373,5.229483
-3,-8,0,-20,2.216999,1.506063,-0.390202,1.452056,1.285504,-0.301912,1.636708,1.522432,-0.466478,0.826948,1.352658,-0.348505,NOTCONVERGED,,,6.132711,5.666657
-1,-8,0,-20,2.186628,1.456319,-0.397403,1.494697,1.252994,-0.287727,1.685959,1.556364,-0.475056,1.266502,1.634146,-0.323912,NOTCONVERGED,,,6.633786,5.899823
1,-8,0,-20,2.078908,1.373878,-0.394775,1.504871,1.254755,-0.28773,1.704766,1.562469,-0.475189,1.281899,1.643775,-0.32482,NOTCONVERGED,,,6.570444,5.834877
3,-8,0,-20,1.891324,1.257709,-0.38106,1.480587,1.298858,-0.304427,1.685559,1.535545,-0.465617,0.812502,1.351227,-0.355274,NOTCONVERGED,,,5.869972,5.443339
5,-8,0,-20,1.755716,1.161079,-0.372928,1.491175,1.304938,-0.305762,1.705107,1.540057,-0.465217,0.800323,1.346983,-0.358264,NOTCONVERGED,,,5.752321,5.353057
-5,-6,0,-20,0.955916,0.943094,-0.304433,1.489445,1.275778,-0.311936,1.801322,1.580059,-0.466356,0.764012,1.340027,-0.374524,NOTCONVERGED,,,5.010695,5.138958
-3,-6,0,-20,2.199704,1.498771,-0.388022,1.36112,1.203443,-0.297381,1.627831,1.51454,-0.46417,0.803812,1.341852,-0.353646,NOTCONVERGED,,,5.992467,5.558606
-1,-6,0,-20,2.177724,1.452592,-0.396435,1.423869,1.183822,-0.285206,1.681631,1.552275,-0.473794,1.284083,1.642582,-0.325185,NOTCONVERGED,,,6.567307,5.831271
1,-6,0,-20,2.068857,1.369376,-0.39332,1.435866,1.186867,-0.285528,1.700727,1.558739,-0.47407,1.300269,1.655661,-0.32773,NOTCONVERGED,,,6.505719,5.770643
3,-6,0,-20,1.946218,1.279563,-0.388057,1.447747,1.189833,-0.285661,1.72162,1.565225,-0.474268,1.316056,1.666786,-0.329189,NOTCONVERGED,,,6.431641,5.701407
5,-6,0,-20,1.741029,1.154857,-0.371125,1.401294,1.222747,-0.301015,1.696932,1.532893,-0.46303,0.788912,1.34267,-0.362156,NOTCONVERGED,,,5.628167,5.253167
-5,-4,0,-20,0.987011,0.967101,-0.311276,1.379534,1.180328,-0.30401,1.772622,1.562727,-0.462884,0.751761,1.328442,-0.374166,NOTCONVERGED,,,4.890928,5.038598
-3,-4,0,-20,2.182708,1.491717,-0.386082,1.260485,1.11274,-0.290039,1.618414,1.506389,-0.461686,0.790142,1.336335,-0.358151,NOTCONVERGED,,,5.851749,5.447181
-1,-4,0,-20,2.094525,1.419517,-0.386386,1.269395,1.11657,-0.290619,1.632094,1.510278,-0.461415,0.791697,1.33832,-0.359256,NOTCONVERGED,,,5.787711,5.384685
1,-4,0,-20,1.983994,1.335457,-0.383161,1.279453,1.121598,-0.291641,1.649509,1.515368,-0.461363,0.789066,1.339331,-0.361367,NOTCONVERGED,,,5.702022,5.311754
3,-4,0,-20,1.857636,1.242881,-0.376528,1.289659,1.126979,-0.292758,1.668484,1.520404,-0.461106,0.783223,1.336184,-0.362334,NOTCONVERGED,,,5.599002,5.226448
5,-4,0,-20,1.724791,1.147545,-0.368771,1.301935,1.133174,-0.293994,1.68815,1.525078,-0.460636,0.780909,1.336652,-0.36406,NOTCONVERGED,,,5.495785,5.142449
-5,-2,0,-20,0.978879,0.959613,-0.308201,1.272622,1.085711,-0.295882,1.764224,1.555295,-0.460689,0.748591,1.331542,-0.378847,NOTCONVERGED,,,4.764316,4.932161
-3,-2,0,-20,2.164916,1.484043,-0.383909,1.153186,1.017167,-0.281151,1.610051,1.498795,-0.459509,0.777526,1.329795,-0.361629,NOTCONVERGED,,,5.705679,5.3298
-1,-2,0,-20,2.075551,1.411201,-0.383951,1.162109,1.021481,-0.281942,1.623716,1.502607,-0.459162,0.778271,1.330324,-0.362112,NOTCONVERGED,,,5.639647,5.265613
1,-2,0,-20,1.963976,1.326401,-0.380239,1.171771,1.026315,-0.282849,1.640617,1.507331,-0.458891,0.777424,1.332039,-0.363798,NOTCONVERGED,,,5.553788,5.192086
3,-2,0,-20,1.839875,1.234806,-0.373966,1.183616,1.032641,-0.284249,1.659661,1.512532,-0.458719,0.775378,1.331876,-0.365062,NOTCONVERGED,,,5.45853,5.111855
5,-2,0,-20,1.707692,1.139471,-0.366096,1.194875,1.038237,-0.285255,1.680431,1.518133,-0.458628,0.774396,1.333202,-0.366728,NOTCONVERGED,,,5.357394,5.029043
-5,0,0,-20,1.020374,0.981723,-0.311896,1.14462,0.978173,-0.283971,1.744048,1.542608,-0.458364,0.738841,1.324953,-0.37991,NOTCONVERGED,,,4.647883,4.827457
-3,0,0,-20,2.146786,1.475993,-0.381478,1.041185,0.916942,-0.27022,1.601568,1.491039,-0.45715,0.773352,1.3265,-0.363908,NOTCONVERGED,,,5.562891,5.210474
-1,0,0,-20,2.057411,1.403222,-0.381629,1.049663,0.921439,-0.271139,1.614861,1.494701,-0.456805,0.773105,1.32796,-0.365228,NOTCONVERGED,,,5.49504,5.147322
1,0,0,-20,1.945904,1.318214,-0.377775,1.059467,0.926533,-0.272129,1.632066,1.499558,-0.456565,0.772071,1.32909,-0.366634,NOTCONVERGED,,,5.409508,5.073395
3,0,0,-20,1.821068,1.226113,-0.371165,1.069697,0.932219,-0.273317,1.650864,1.504571,-0.45633,0.767699,1.32826,-0.368294,NOTCONVERGED,,,5.309328,4.991163
5,0,0,-20,1.691018,1.132097,-0.363951,1.081002,0.938355,-0.274675,1.671086,1.509861,-0.456142,0.765907,1.327854,-0.369213,NOTCONVERGED,,,5.209013,4.908167
-5,-10,-10,-18,1.000554,0.929093,-0.280907,0.718741,0.85139,-0.25752,2.554491,2.306461,-0.507674,1.352881,1.590751,-0.312948,NOTCONVERGED,,,5.626667,5.677695
-3,-10,-10,-18,0.750735,0.726002,-0.247868,0.725317,0.861782,-0.260594,2.789483,2.406343,-0.517376,1.315097,1.560599,-0.313758,NOTCONVERGED,,,5.580632,5.554726
-1,-10,-10,-18,2.112034,1.286043,-0.341017,0.577646,0.715611,-0.224061,2.542394,2.345529,-0.526556,1.974149,2.185588,-0.412205,NOTCONVERGED,,,7.206223,6.532771
1,-10,-10,-18,2.074422,1.247892,-0.3499,0.571632,0.711354,-0.223321,2.544591,2.340658,-0.525512,1.984712,2.1916,-0.41292,NOTCONVERGED,,,7.175357,6.491504
3,-10,-10,-18,1.985204,1.184331,-0.3507,0.567461,0.708119,-0.222864,2.551877,2.333573,-0.523978,1.99672,2.195487,-0.412543,NOTCONVERGED,,,7.101262,6.42151
5,-10,-10,-18,1.87659,1.111375,-0.348174,0.564489,0.706383,-0.222933,2.561462,2.325511,-0.522141,2.011215,2.202778,-0.413453,NOTCONVERGED,,,7.013756,6.346047
-5,-8,-10,-18,0.74267,0.794592,-0.277727,1.488364,1.144706,-0.251179,3.03331,2.588638,-0.54451,1.909071,2.117785,-0.401444,NOTCONVERGED,,,7.173415,6.645721
-3,-8,-10,-18,0.782362,0.764914,-0.266325,1.478117,1.138243,-0.250007,2.94626,2.533203,-0.541104,1.911442,2.124534,-0.403103,NOTCONVERGED,,,7.118181,6.560894
-1,-8,-10,-18,2.176502,1.326523,-0.353044,1.442952,1.146983,-0.256926,2.561481,2.383168,-0.535873,1.813571,2.120992,-0.409945,CONVERGED,,,7.994506,6.977666
1,-8,-10,-18,2.131335,1.284188,-0.360988,1.444205,1.145957,-0.256538,2.562711,2.376835,-0.53425,1.817312,2.121533,-0.409754,CONVERGED,,,7.955563,6.928513
3,-8,-10,-18,2.035747,1.217025,-0.36096,1.450101,1.146434,-0.256235,2.569302,2.369157,-0.532485,1.825658,2.124092,-0.409685,CONVERGED,,,7.880808,6.856708
5,-8,-10,-18,1.921412,1.141049,-0.357994,1.45496,1.145841,-0.255814,2.578838,2.361352,-0.530794,1.835853,2.127282,-0.409712,CONVERGED,,,7.791063,6.775524
-5,-6,-10,-18,0.742485,0.7953,-0.278055,1.53436,1.157903,-0.268495,3.035834,2.591216,-0.545027,1.904253,2.117878,-0.401652,NOTCONVERGED,,,7.216932,6.662297
-3,-6,-10,-18,0.78223,0.765139,-0.266508,1.529702,1.154688,-0.268046,2.948004,2.535614,-0.541711,1.904645,2.123605,-0.403298,NOTCONVERGED,,,7.164581,6.579046
-1,-6,-10,-18,2.171458,1.325346,-0.352599,1.408001,1.108023,-0.260985,2.55423,2.377105,-0.534245,1.813348,2.114344,-0.408606,CONVERGED,,,7.947037,6.924818
1,-6,-10,-18,2.124408,1.282056,-0.360342,1.411455,1.108239,-0.260741,2.55634,2.371856,-0.533199,1.817453,2.115242,-0.408375,CONVERGED,,,7.909656,6.877393
3,-6,-10,-18,2.028309,1.214571,-0.360122,1.420318,1.110759,-0.261064,2.563592,2.364511,-0.531462,1.825691,2.118176,-0.408514,CONVERGED,,,7.83791,6.808017
5,-6,-10,-18,1.914923,1.138848,-0.357255,1.431009,1.114078,-0.261626,2.573581,2.356991,-0.529813,1.834854,2.121155,-0.40844,CONVERGED,,,7.754367,6.731072
-5,-4,-10,-18,0.740211,0.792336,-0.276599,1.483007,1.109782,-0.27094,3.024566,2.583068,-0.54395,1.901354,2.106575,-0.399498,NOTCONVERGED,,,7.149138,6.591761
-3,-4,-10,-18,0.779695,0.76296,-0.265483,1.478621,1.106649,-0.270383,2.936267,2.526972,-0.540039,1.90238,2.112794,-0.40085,NOTCONVERGED,,,7.096963,6.509375
-1,-4,-10,-18,2.163343,1.322914,-0.351995,1.339031,1.046843,-0.259153,2.544018,2.368674,-0.532258,1.815417,2.104729,-0.406424,CONVERGED,,,7.861809,6.84316
1,-4,-10,-18,2.112955,1.277908,-0.358842,1.346341,1.049711,-0.259971,2.546419,2.362835,-0.53084,1.820464,2.10701,-0.406747,CONVERGED,,,7.826179,6.797464
3,-4,-10,-18,2.017226,1.210577,-0.358847,1.354405,1.051818,-0.259996,2.554502,2.356576,-0.529615,1.828368,2.109633,-0.406742,CONVERGED,,,7.754501,6.728604
5,-4,-10,-18,1.902585,1.133848,-0.35531,1.366559,1.056314,-0.260875,2.565213,2.349278,-0.527996,1.836373,2.111437,-0.406226,CONVERGED,,,7.67073,6.650877
-5,-2,-10,-18,0.736113,0.788621,-0.275084,1.405372,1.045705,-0.269183,3.009763,2.572109,-0.542022,1.898705,2.092062,-0.396487,NOTCONVERGED,,,7.049953,6.498497
-3,-2,-10,-18,0.779192,0.760339,-0.263817,1.399725,1.041799,-0.268338,2.9202,2.515149,-0.538285,1.900311,2.098814,-0.39819,NOTCONVERGED,,,6.999428,6.416101
-1,-2,-10,-18,2.152367,1.319276,-0.350783,1.257752,0.977842,-0.25529,2.533897,2.359965,-0.530364,1.81935,2.09514,-0.404389,CONVERGED,,,7.763366,6.752223
1,-2,-10,-18,2.100225,1.273378,-0.357504,1.263782,0.979875,-0.255673,2.536088,2.353927,-0.528896,1.824175,2.097183,-0.4047,CONVERGED,,,7.72427,6.704363
3,-2,-10,-18,2.004403,1.205744,-0.357264,1.273805,0.983732,-0.25642,2.544685,2.347885,-0.527733,1.830631,2.098475,-0.404217,CONVERGED,,,7.653524,6.635836
5,-2,-10,-18,1.890287,1.129303,-0.353866,1.285985,0.988433,-0.257348,2.553959,2.33949,-0.525615,1.839351,2.10097,-0.404048,NOTCONVERGED,,,7.569582,6.558196
-5,0,-10,-18,0.732771,0.784145,-0.27308,1.314092,0.973405,-0.265034,2.991767,2.558418,-0.539706,1.89296,2.072494,-0.39238,CONVERGED,,,6.93159,6.388462
-3,0,-10,-18,0.776513,0.756649,-0.261957,1.308594,0.969356,-0.263969,2.902255,2.501798,-0.53588,1.8971,2.081892,-0.394722,NOTCONVERGED,,,6.884462,6.309695
-1,0,-10,-18,2.1407,1.315092,-0.3495,1.169241,0.904495,-0.250187,2.522314,2.350141,-0.528132,1.822615,2.083715,-0.401826,CONVERGED,,,7.65487,6.653443
1,0,-10,-18,2.085499,1.267535,-0.355418,1.175017,0.90658,-0.250522,2.525693,2.344495,-0.526813,1.826992,2.084982,-0.401879,CONVERGED,,,7.613201,6.603592
3,0,-10,-18,1.989951,1.200187,-0.355391,1.18548,0.91075,-0.251369,2.533823,2.337875,-0.525331,1.833975,2.086857,-0.401769,CONVERGED,,,7.543229,6.535669
5,0,-10,-18,1.876255,1.124153,-0.352212,1.196582,0.915202,-0.252138,2.542875,2.329956,-0.523543,1.8422,2.089031,-0.401524,CONVERGED,,,7.457912,6.458342
-5,-10,-8,-18,0.718433,0.76731,-0.264131,0.717019,0.857989,-0.261428,2.732722,2.329515,-0.523874,1.359469,1.592425,-0.318164,NOTCONVERGED,,,5.527643,5.547239
-3,-10,-8,-18,0.7807,0.749338,-0.253833,0.723578,0.86149,-0.261242,2.636388,2.268251,-0.516984,1.336667,1.577594,-0.316143,NOTCONVERGED,,,5.477333,5.456673
-1,-10,-8,-18,2.142184,1.318853,-0.352046,0.575047,0.714369,-0.224122,2.412831,2.218023,-0.524673,1.989762,2.193576,-0.412768,NOTCONVERGED,,,7.119824,6.444821
1,-10,-8,-18,2.084463,1.269441,-0.357519,0.568783,0.710094,-0.223456,2.418648,2.214134,-0.523637,2.001678,2.199722,-0.413218,NOTCONVERGED,,,7.073572,6.393391
3,-10,-8,-18,1.989349,1.201638,-0.357306,0.564905,0.707297,-0.223195,2.429312,2.209731,-0.522479,2.01454,2.204126,-0.413228,NOTCONVERGED,,,6.998106,6.322792
5,-10,-8,-18,1.876847,1.125364,-0.354059,0.557744,0.701877,-0.222123,2.442265,2.204627,-0.521132,2.029348,2.2093,-0.412932,NOTCONVERGED,,,6.906204,6.241168
-5,-8,-8,-18,0.762193,0.813046,-0.282956,1.488186,1.143381,-0.25074,2.865823,2.43966,-0.546334,1.920075,2.121038,-0.401219,NOTCONVERGED,,,7.036277,6.517125
-3,-8,-8,-18,0.817702,0.788404,-0.271649,1.472218,1.133591,-0.248772,2.776578,2.382979,-0.54108,1.921979,2.128308,-0.403067,NOTCONVERGED,,,6.988477,6.433282
-1,-8,-8,-18,2.206434,1.360517,-0.364438,1.449711,1.149725,-0.257273,2.424065,2.24828,-0.532616,1.825406,2.126926,-0.410329,CONVERGED,,,7.905616,6.885448
1,-8,-8,-18,2.13996,1.306101,-0.368612,1.452299,1.148764,-0.256699,2.43013,2.243969,-0.531417,1.831382,2.128566,-0.410336,CONVERGED,,,7.853771,6.8274
3,-8,-8,-18,2.038278,1.234618,-0.367593,1.456842,1.14826,-0.256527,2.440411,2.239038,-0.530037,1.840682,2.131688,-0.410519,CONVERGED,,,7.776213,6.753604
5,-8,-8,-18,1.919687,1.155072,-0.363754,1.461765,1.147665,-0.25593,2.45204,2.233226,-0.528327,1.85037,2.134124,-0.410312,CONVERGED,,,7.683862,6.670087
-5,-6,-8,-18,0.763576,0.813975,-0.283183,1.544057,1.162234,-0.269268,2.867872,2.442343,-0.54708,1.915341,2.122333,-0.401742,NOTCONVERGED,,,7.090846,6.540885
-3,-6,-8,-18,0.817898,0.789438,-0.272161,1.538109,1.15847,-0.268656,2.779206,2.386181,-0.541847,1.915566,2.12963,-0.403807,NOTCONVERGED,,,7.050779,6.463719
-1,-6,-8,-18,2.199836,1.358392,-0.363683,1.41587,1.111281,-0.261309,2.418253,2.243223,-0.531339,1.825907,2.121038,-0.40927,CONVERGED,,,7.859866,6.833934
1,-6,-8,-18,2.133253,1.304187,-0.368043,1.421972,1.112844,-0.261541,2.424163,2.239138,-0.530267,1.83114,2.122349,-0.40907,CONVERGED,,,7.810528,6.778518
3,-6,-8,-18,2.031128,1.232314,-0.366811,1.432214,1.116184,-0.262163,2.434534,2.23449,-0.528957,1.838762,2.12443,-0.40888,CONVERGED,,,7.736638,6.707418
5,-6,-8,-18,1.913857,1.153046,-0.363035,1.443012,1.119404,-0.262763,2.448616,2.2309,-0.528154,1.848161,2.127618,-0.408948,CONVERGED,,,7.653646,6.630968
-5,-4,-8,-18,0.760364,0.81143,-0.282163,1.494052,1.115079,-0.271981,2.857038,2.434506,-0.545468,1.91204,2.11099,-0.399451,CONVERGED,,,7.023494,6.472005
-3,-4,-8,-18,0.817918,0.787694,-0.270991,1.486814,1.110492,-0.271119,2.767104,2.377477,-0.540121,1.913036,2.118919,-0.401566,NOTCONVERGED,,,6.984872,6.394582
-1,-4,-8,-18,2.190008,1.355055,-0.362662,1.350103,1.052435,-0.260482,2.409567,2.235972,-0.529701,1.827485,2.111395,-0.407037,CONVERGED,,,7.777163,6.754857
1,-4,-8,-18,2.122389,1.300095,-0.366698,1.356477,1.054158,-0.260643,2.415778,2.231986,-0.528612,1.833002,2.113078,-0.406979,CONVERGED,,,7.727646,6.699317
3,-4,-8,-18,2.020287,1.228237,-0.365496,1.367116,1.057908,-0.26135,2.425851,2.226753,-0.526992,1.841092,2.115764,-0.4071,CONVERGED,,,7.654346,6.628662
5,-4,-8,-18,1.902661,1.148714,-0.36155,1.378379,1.061648,-0.261921,2.439827,2.223077,-0.526116,1.850098,2.118608,-0.407146,CONVERGED,,,7.570965,6.552047
-5,-2,-8,-18,0.756426,0.807214,-0.280235,1.416248,1.050961,-0.270261,2.844431,2.42482,-0.543804,1.908906,2.095887,-0.396249,NOTCONVERGED,,,6.926011,6.378882
