valid_time,lat,lon,land_sea_mask,model_bathymetry,sea_ice_cover,sea_surface_first_partition_swell_wave_mean_direction,sea_surface_first_partition_swell_wave_mean_period,sea_surface_first_partition_swell_wave_significant_height,sea_surface_maximum_individual_wave_height,sea_surface_second_partition_swell_wave_mean_direction,sea_surface_second_partition_swell_wave_mean_period,sea_surface_second_partition_swell_wave_significant_height,sea_surface_temperature,sea_surface_total_swell_wave_mean_direction,sea_surface_total_swell_wave_mean_period,sea_surface_total_swell_wave_significant_height,sea_surface_wave_mean_direction,sea_surface_wave_mean_period,sea_surface_wave_significant_height,sea_surface_wind_wave_mean_direction,sea_surface_wind_wave_mean_period,sea_surface_wind_wave_significant_height
2020-11-19T09:00:00,22.57912333,114.2778117,0.7402573823928833,9,-9999,122,5,0.25,0.5,244.25,2,0,-9999,120.5,4.75,0.25,120.5,4.75,0.25,35.25,3.75,0
2020-11-19T10:00:00,22.579185,114.2778967,0.7402573823928833,9,-9999,122.5,5,0.25,0.5,167.5,1,0,-9999,121,5,0.25,121,5,0.25,35.25,3.75,0
2020-11-19T11:00:00,22.55125167,114.34796,0.4749581813812256,9.5,-9999,122.25,5,0.25,0.5,183.5,2,0,-9999,118.5,5,0.25,118.5,5,0.25,35.25,3.75,0
2020-11-19T12:00:00,22.4136,114.460965,0.20748233795166016,18.75,0,116.75,5.5,0.25,0.75,133,8.5,0,296,112.25,5.5,0.5,112.25,5.5,0.5,36.25,3.75,0
2020-11-19T13:00:00,22.28233167,114.6235383,0.03021371364593506,30.75,0,110.75,6,0.5,1,169.75,5.5,0,296.25,107.75,6,0.5,107.75,6,0.5,46.5,3.5,0
2020-11-19T14:00:00,22.251065,114.8154083,0.001108407974243164,37.25,0,110,6,0.5,1.25,212.25,2.5,0,296.5,106.5,6,0.5,106.25,6,0.75,62,2.75,0
2020-11-19T15:00:00,22.24981333,115.0549917,0,40.5,0,109.25,6,0.5,1.25,210.75,2.5,0,296.5,105.5,6.25,0.75,105.25,6,0.75,68.25,2.25,0
2020-11-19T16:00:00,22.24784667,115.2828167,0,53.5,0,105.5,6.25,0.75,1.25,214.5,2.75,0,297,104.75,6,0.75,104.25,6,0.75,63.75,2.5,0.25
2020-11-19T17:00:00,22.23430667,115.5193783,0,66.5,0,102,6.25,0.75,1.25,216.75,2.75,0,297.25,104.25,6,0.75,103.25,5.75,0.75,62.5,2.5,0.25
2020-11-19T18:00:00,22.22508167,115.7453817,0,63.25,0,104.5,6,0.75,1.25,179.75,4.75,0,297.5,104,6,0.75,102.5,5.75,0.75,61.5,2.25,0.25
2020-11-19T19:00:00,22.22557667,115.978445,0,60,0,107.25,5.5,0.5,1.25,155.75,7,0.25,297.75,103.75,6.25,0.75,101.5,5.75,0.75,61.75,2.25,0.25
2020-11-19T20:00:00,22.31707167,116.1939267,0,49.5,0,110.75,5.75,0.5,1.25,123.5,5.5,0,297,106.25,6,0.75,103.5,5.5,0.75,55,2,0.25
2020-11-19T21:00:00,22.421335,116.4022633,0,51.75,0,110.5,5.5,0.5,1.25,186.5,5,0,297.25,106.25,6,0.75,102.75,5.5,0.75,51.25,2.25,0.25
2020-11-19T22:00:00,22.52275667,116.6069967,0,44.25,0,111.75,5.5,0.5,1.25,40.75,20.5,0,296.5,108,5.75,0.5,105.5,5.5,0.5,44.25,2,0.25
2020-11-19T23:00:00,22.62414667,116.7950717,0.00008273124694824219,41.25,0,113.75,5.5,0.5,1,54.5,16.25,0,296,111,5.5,0.5,108.25,5.25,0.5,44.75,2.5,0.25
2020-11-20T00:00:00,22.73414167,116.9769583,0,40.5,0,116.25,5.25,0.5,1,75.25,8,0.25,295.75,113.75,5.25,0.5,111.25,5,0.5,44,3,0
2020-11-20T01:00:00,22.80947333,117.1758917,0,45.75,0,116.5,5.25,0.5,1,75.25,8,0.25,296,113.75,5.25,0.5,110.75,5,0.5,43.75,3,0
2020-11-20T02:00:00,22.91625167,117.369245,1.1920928955078125E-7,59.75,0,120,5,0.5,0.75,62.25,6.5,0.25,295.75,115.25,5,0.5,113.75,5,0.5,40.5,3.25,0
2020-11-20T03:00:00,23.04540833,117.5527533,0,74,0,123.75,5,0.5,0.75,48.75,5,0,295.5,116.5,5,0.5,116,4.75,0.5,45.25,1.5,0
2020-11-20T04:00:00,23.188395,117.7325333,0,37.75,0,129,4.75,0.25,0.75,52.25,5.5,0,295.25,121.25,4.75,0.25,121,4.75,0.5,41.5,2.75,0
2020-11-20T05:00:00,23.310775,117.9307233,0,34.25,0,129.5,4.75,0.25,0.75,52,5.25,0,295.5,121,4.75,0.5,120.75,4.75,0.5,36,3.75,0
2020-11-20T06:00:00,23.45817333,118.1347383,0,34.75,0,133.25,4.75,0.25,0.75,53.5,5.5,0,295.5,124.25,4.75,0.25,124.25,4.75,0.25,35.25,3.75,0
2020-11-20T07:00:00,23.56945,118.3318917,0,48,0,137,4.75,0.25,0.75,56,6.5,0.25,295.75,123,4.75,0.25,113.75,4.5,0.25,39.75,3.5,0
2020-11-20T08:00:00,23.68633833,118.4899467,0,56,0,137.75,4.75,0.25,1,56.25,7.25,0.25,296,125.75,5,0.25,89.75,4,0.5,43.75,2.5,0.25
2020-11-20T09:00:00,23.794865,118.64382,0,80.5,0,139.75,5,0.25,1.5,70.25,14.5,0,296,129.75,5,0.25,54.5,3.75,0.75,39,3.25,0.75
2020-11-20T10:00:00,23.89951167,118.77398,0,106,0,140,5,0.25,2,127,12.75,0,296.25,84,5,0.25,42.5,4,1,38.75,3.75,1
2020-11-20T11:00:00,23.99208,118.8948567,0,132.5,0,32.5,22.25,0.25,2.5,151.5,5,0.25,296.5,76.25,5,0.25,37.75,4.25,1.25,36.5,4.25,1.25
2020-11-20T12:00:00,24.11411333,119.067395,0.000011920928955078125,142,0,355.75,27.5,0.25,2.75,152.75,5,0,297,69,5.25,0.25,33.5,4.75,1.5,32.75,4.5,1.5
2020-11-20T13:00:00,24.24894833,119.2547133,0,126.75,0,280.75,27.5,0.25,3.25,153.75,5,0,297,55,5.5,0.25,33,4.75,1.5,32.5,4.75,1.5
2020-11-20T14:00:00,24.35189833,119.35578,0,111.5,0,31.75,27.75,0.25,3.5,158,5,0,296.75,54.25,5.5,0.25,33.5,5,1.75,33,5,1.75
2020-11-20T15:00:00,24.501715,119.4983,0,96,0,32.25,27.75,0.5,4,168.25,5,0,296.75,65.5,6,0.5,34.75,5.25,2,34,5.25,2
2020-11-20T16:00:00,24.540895,119.660835,0,88.5,0,32.5,27.75,0.5,4,206.75,4.5,0,297,54.5,6,0.5,34.5,5.5,2,34,5.5,2
2020-11-20T17:00:00,24.67185833,119.8448833,0,69,0,34.5,27.75,0.5,4,214.25,4.25,0,296.5,32.25,6.25,0.5,35.5,5.75,2,35.5,5.75,2
2020-11-20T18:00:00,24.74888667,120.0067867,0,64,0,37.25,27.75,0.5,4,205.25,4,0,296,33,6.5,0.5,38,5.75,2,37.75,5.75,2
2020-11-20T19:00:00,24.851435,120.15555,0,64.25,0,37.75,26.25,0.5,3.75,196.25,4,0,295.5,43.75,6.75,0.75,39.75,5.75,2,39.25,5.5,1.75
2020-11-20T20:00:00,24.95725667,120.3057483,0,70.5,0,27.25,27.5,0.5,3.75,147.25,15.75,0.25,295.25,41.75,6.75,0.75,41.5,5.75,2,40,5.5,1.75
2020-11-20T21:00:00,25.05846667,120.4722033,0,79,0,14.25,27.5,0.5,4,95.75,27.5,0.25,295.5,23.25,7,0.75,39.5,6,2,41,5.75,2
2020-11-20T22:00:00,25.19444333,120.629645,0.00026404857635498047,90,0,84.25,17.25,1,3.75,220.5,6.75,0.25,295.25,41,7.25,1,45.25,6.25,2,46,5.25,1.5
2020-11-20T23:00:00,25.32266,120.8186533,0.00030434131622314453,103.75,0,66.5,9.5,1.25,3.75,273.5,3.75,0,295.5,46.25,7.5,1.25,47.5,6.25,2,49.25,5.25,1.5
2020-11-21T00:00:00,25.44622833,121.0002783,0,124,0,92,9,1.25,4,287,4,0,295.25,55,8,1.25,51.75,6.5,2,51.25,5.5,1.75
2020-11-21T01:00:00,25.56358,121.1622633,0,122.75,0,68.5,23.5,1,4,78.5,23.25,0.5,295.5,60.75,8,1.25,54.25,6.5,2.25,53,5.75,1.75
2020-11-21T02:00:00,25.69723833,121.359205,0,114.25,0,45,19.25,1.25,4.25,143.75,19,0.5,296,56.75,8,1.5,56.75,6.5,2.25,57.25,5.75,1.75
2020-11-21T03:00:00,25.821985,121.5102517,0,113.75,0,6.25,25,1.25,4.25,96.5,27.5,0.75,296.25,55,7.75,1.75,58.75,6.75,2.25,62.5,5.25,1.5
2020-11-21T04:00:00,25.93981,121.67567,0,118.25,0,54.75,7.75,2,4.25,301.5,4.25,0,296,57,7.5,2,60,6.75,2.25,67.75,4.5,1.25
2020-11-21T05:00:00,26.02166667,121.8026617,0,115.5,0,55.5,7.5,2,4,263.25,4.25,0,296,57.75,7.5,2,60.25,6.75,2.25,69.75,4,1
2020-11-21T06:00:00,26.13976833,121.978355,0,114.25,0,56,7.25,2,3.75,213,4.25,0,296.75,58.25,7.25,2,60,6.75,2,70.75,3.5,0.75
2020-11-21T07:00:00,26.24273667,122.1664667,0,117.5,0,56.5,7.25,1.75,3.5,211.75,4.25,0,296.75,58.75,7.25,1.75,60,6.75,2,67.25,3.5,0.5
2020-11-21T11:00:00,26.68584833,122.9713183,0,99.25,0,35.5,6.75,1.25,3,93,10,0.75,298.25,51.25,7.25,1.5,52.75,6.75,1.5,66.25,3,0.5
2020-11-21T12:00:00,26.834225,123.2018517,0,132,0,27.25,6.75,1.25,2.75,91.75,10,0.5,298,47.25,7.25,1.5,48.75,7,1.5,65.25,2.75,0.5
2020-11-21T13:00:00,26.946675,123.401135,0,139,0,25,6.75,1.25,2.75,93,10,0.5,297.75,45.5,7.25,1.25,47,7,1.5,67.25,2.75,0.25
2020-11-21T14:00:00,27.05063333,123.616835,0,137.25,0,22,6.75,1.25,2.75,93.5,10,0.75,297.75,42.5,7.25,1.25,44.5,7,1.5,71.25,2.75,0.25
2020-11-21T15:00:00,27.12569833,123.747785,0,127.25,0,19.75,6.75,1.25,2.5,92.5,9.75,0.75,297.75,41.75,7.25,1.25,43.25,7,1.25,73.5,2.5,0.25
2020-11-21T16:00:00,27.264505,124.00334,0,122,0,17.25,6.75,1.25,2.5,91.75,10,0.75,297.75,39.25,7.25,1.25,40.5,7.25,1.25,77.25,2.25,0.25
2020-11-21T17:00:00,27.34506167,124.189875,0,117.25,0,13.75,6.75,1.25,2.5,91.25,10,0.75,297,37.25,7.25,1.25,38,7.25,1.25,78,2.25,0.25
2020-11-21T18:00:00,27.39344667,124.4035917,0,115,0,12.25,6.75,1.25,2.5,91.5,10,0.75,296.75,37,7.25,1.25,37.75,7.25,1.25,81.75,2.25,0.25
2020-11-21T19:00:00,27.48725833,124.6058017,0,107.5,0,9,6.75,1,2.5,93.75,9.75,0.75,296.25,35.75,7.5,1.25,35.75,7.25,1.25,81.75,2.25,0
2020-11-21T20:00:00,27.643255,124.7758917,0,105.5,0,7.75,6.75,1,2.25,97.25,9,0.75,296.5,35.5,7.5,1.25,35.5,7.5,1.25,64.75,3,0
2020-11-21T21:00:00,27.77835667,124.9527983,0,103.5,0,5.75,6.75,1,2.25,95.75,9,0.75,296.75,34.25,7.5,1.25,34.25,7.5,1.25,54.5,3.25,0
2020-11-21T22:00:00,27.89694,125.1674933,0,105.5,0,5,7,1,2.5,94.75,9.5,0.75,296.75,34.25,7.75,1.25,34.25,7.75,1.25,40.25,3.5,0
2020-11-21T23:00:00,28.01696333,125.3935333,0,107.75,0,4,7,1,2.5,93.75,9.5,0.75,297.5,33.75,7.75,1.25,33.75,7.75,1.25,35.25,3.75,0
2020-11-22T00:00:00,28.13662167,125.5971733,0,113.75,0,3.25,6.75,1,2.5,92.25,9.75,0.75,297.5,34.5,8,1.25,34.5,8,1.25,35.25,3.75,0
2020-11-22T01:00:00,28.24078667,125.7705883,0,116,0,3.5,6.75,1,2.5,91,10,0.75,297.5,36.25,8,1.25,36.25,8,1.25,35.25,3.75,0
2020-11-22T02:00:00,28.33375167,125.9297133,0,117.25,0,4.25,6.75,1,2.25,90,10.25,0.75,297.75,38,8,1.25,38,8,1.25,33.25,3.75,0
2020-11-22T03:00:00,28.41295,126.0910433,0,124,0,4.5,6.75,1,2.25,89.5,10.25,0.75,298,38,8,1.25,38,8,1.25,29,3.75,0
2020-11-22T05:00:00,28.69253333,126.5830583,0,133.5,0,15.25,7,1,2.5,123,9.5,0.75,298.5,44.75,8,1.25,43.75,8,1.25,312.5,2.25,0.25
2020-11-22T06:00:00,28.81621833,126.785945,0,132.5,0,36.5,7.75,1,2.5,190,8.75,0.75,298.25,48.25,8.25,1.25,46.5,8,1.25,317,2.25,0.25
2020-11-22T07:00:00,28.97236167,126.9674367,0,125,0,89.75,9.25,1,2.5,358.25,6.75,0.75,298.25,52.25,8.25,1.25,50,8,1.25,310.75,2.25,0.25
2020-11-22T08:00:00,29.04614167,127.1306933,0,317.25,0,88.75,9.25,1,2.5,89.25,6.75,0.75,298.5,54,8.25,1.25,50.25,8,1.25,314.25,2.5,0.25
2020-11-22T17:00:00,30.10254333,129.174645,0.000628352165222168,764.75,0,151.75,14.25,0.5,3.5,101,6.25,0.25,298.75,78,7.25,0.5,344.5,5.25,1.75,341,5,1.75
2020-11-22T18:00:00,30.21396667,129.37493,0,700,0,211.75,16.5,0.5,3.75,101.5,7,0.25,298.75,56.75,7.25,0.5,339.75,5.5,2,337.25,5.25,1.75
2020-11-22T19:00:00,30.30835333,129.5449333,0,672,0,209.75,15.75,0.5,4,107.25,7.25,0.25,298.75,36.75,7.25,0.75,336.75,5.5,2,335,5.5,2
2020-11-22T20:00:00,30.40125,129.7122833,0,512.75,0,267.25,19,0.5,4,134.25,10.75,0.25,298,263,7.25,0.75,332,5.75,2,331,5.5,2
2020-11-22T21:00:00,30.508285,129.941595,0.011944174766540527,387,0,324.75,22.75,0.5,4,106.25,8.5,0.25,297.25,314.25,7.25,0.75,327,5.75,2,327.75,5.5,2
2020-11-22T22:00:00,30.59829667,130.14563,0.02703237533569336,337.5,0,322.75,26,0.75,4,101.25,8.75,0.25,297,298.5,7.25,0.75,324.5,5.75,2,327.25,5.5,2
2020-11-22T23:00:00,30.68067,130.3495017,0.07380974292755127,263.75,0,322.25,25.25,0.75,3.75,97.5,8.75,0.25,296.5,303,7.5,0.75,321.5,5.75,2,324.25,5.5,1.75
2020-11-23T00:00:00,30.77269167,130.5578717,0.02335214614868164,225,0,318.25,23.5,0.75,3.5,94.5,9,0.25,296.25,302.75,7.5,0.75,318.5,5.75,1.75,321.75,5.25,1.5
2020-11-23T01:00:00,30.85599333,130.781255,0.11327707767486572,158.25,0,203.25,14.25,0.75,3.25,201,18.25,0.5,296,184.5,7.75,0.75,322.25,5.75,1.75,318.25,4.75,1.5
2020-11-23T02:00:00,30.959065,131.0003967,0.12509047985076904,93,0,90.75,9,0.5,2.75,307.25,27.75,0.5,296,56.75,8,0.75,325.75,5.75,1.5,313.5,4.5,1.25
2020-11-23T03:00:00,31.06143833,131.21947,0.0022281408309936523,117.5,0,198.5,18.25,0.75,2.75,197,18.25,0.75,296.5,19.5,7.5,1,331.25,6,1.5,316.75,4.25,1
2020-11-23T04:00:00,31.15100333,131.4286433,0.025919198989868164,138.5,0,304.75,19,0.75,2.5,90.5,9,0.75,296.75,291.5,7,1.25,278,6,1.25,329.5,3.5,0.75
2020-11-23T05:00:00,31.23962,131.6403033,0.001115560531616211,361,0,325.5,5.25,1,2.5,91.25,8.75,0.75,297.25,197.75,6.5,1.25,192.75,6.25,1.25,303.25,2.75,0.5
2020-11-23T06:00:00,31.35525667,131.9006183,0.00032019615173339844,759.75,0,354.75,5.5,1,2.75,92,8.75,0.75,297.25,95.25,6.75,1.25,109,6,1.5,93.25,3,0.5
2020-11-23T07:00:00,31.47166833,132.159115,0,957.75,0,24.5,6.5,1,3,133.5,8,0.75,297.25,33.5,6.75,1,16.5,6,1.5,100.5,3.75,1
2020-11-23T08:00:00,31.56395833,132.3671933,0,944.25,0,77.75,8.25,1,3.5,238.25,7.5,0.5,297.25,48,7.25,1,73.5,5.75,1.75,271.25,4.75,1.5
2020-11-23T09:00:00,31.656715,132.554585,0,999,0,96,9,1,3.75,263.25,7.5,0.25,297.5,43.75,7.5,1,91.75,5.75,2,88.5,5.25,1.75
2020-11-23T10:00:00,31.745045,132.7466467,0,999,0,210.5,12.5,0.75,3.75,192,9.5,0.5,297.5,40.25,7.5,1,263.5,5.75,2,349.5,5.25,1.75
2020-11-23T11:00:00,31.83128,132.9342933,0,999,0,270,15,0.75,3.5,151.75,10.5,0.5,297.5,31.75,7.25,1,326.5,5.75,1.75,323.5,5.25,1.5
2020-11-23T12:00:00,31.926055,133.1516883,0,999,0,325.5,15.75,1,3.25,98.75,9,0.5,297.75,281.5,7,1,345.5,5.75,1.75,346.75,4.5,1.25
2020-11-23T13:00:00,32.01964333,133.3735083,0,999,0,324.75,8.75,1,2.75,100,9,0.5,297.75,340.75,6.5,1.25,343.25,5.75,1.5,355.5,3.25,0.75
2020-11-23T14:00:00,32.120065,133.5968583,0,992.75,0,319,5.5,1,2.5,81.5,8.25,0.5,297.75,324.75,6.25,1.25,326.75,6,1.25,17.25,2.5,0.25
2020-11-23T15:00:00,32.21703667,133.81841,0,994.25,0,308,5.25,0.75,2.25,42.75,6.5,0.5,297.75,179.25,6.25,1.25,184.5,6,1.25,38,2.75,0.25
2020-11-23T16:00:00,32.31498167,134.0423017,0,997.5,0,303.75,5.25,0.75,2.25,22.5,5.75,0.5,297.5,101,6.5,1,20.5,5.75,1.25,46.75,3.25,0.5
2020-11-23T17:00:00,32.40088,134.24936,0,998.25,0,73,8,0.75,2.5,284.75,5.5,0.5,297.25,62.75,6.75,1,23.75,5.75,1.25,36.5,4,0.75
2020-11-23T18:00:00,32.49246167,134.4647433,0,999,0,105.25,9.25,0.75,3,264.75,5.5,0.25,296.5,43.25,7.25,0.75,23.25,5.5,1.5,22,4.75,1.25
2020-11-23T19:00:00,32.57672,134.65024,0,868.5,0,106.25,9.5,0.75,3,259,5.5,0.25,296.5,70.5,7.5,0.75,21.25,5.5,1.5,18,4.75,1.5
2020-11-23T21:00:00,32.77368667,135.1021717,0,921.75,0,138,9,0.75,3.25,233.5,6.5,0.25,296,66,7.75,0.75,12.5,5.5,1.75,52,4.75,1.5
2020-11-23T22:00:00,32.82636333,135.2257417,0,921.75,0,142,9.25,0.75,3,233.5,6.5,0.25,295.75,46.25,7,1,13.75,5.75,1.5,6.5,4,1
2020-11-23T23:00:00,32.90991833,135.405855,0,960.5,0,153.25,9,0.75,2.75,210.5,6,0.25,295.75,37.75,6.75,1,16.25,6,1.5,8.75,3.5,0.75
2020-11-24T00:00:00,32.99656333,135.6054467,0,999,0,89.25,8.75,0.75,2.5,217.25,7.25,0.25,295.75,35.75,6.75,1,21.5,6,1.25,271.5,2.75,0.5
2020-11-24T01:00:00,33.09314,135.8128517,0.00011539459228515625,786,0,57.5,6.5,1,2.25,141,9.25,0.5,295.75,36,6.5,1,32.75,6.5,1.25,46,3.25,0.25
2020-11-24T02:00:00,33.17699833,136.0250367,0,782.25,0,21.5,5.75,1,2.25,115.5,9.75,0.5,295.75,39.5,6.75,1.25,39.25,6.5,1.25,27,2.75,0
2020-11-24T03:00:00,33.270805,136.2225767,0,782.25,0,45.75,6.75,0.75,2.5,150,9,0.5,296,39.75,6.75,1,35.5,6.25,1.25,21,3.5,0.5
2020-11-24T04:00:00,33.360495,136.4290417,0.012707948684692383,836.5,0,19.25,5.75,1,2.5,115.75,9.75,0.5,296,40.5,6.75,1,35.25,6.25,1.25,21.75,3.5,0.5
2020-11-24T05:00:00,33.460695,136.642325,0,999,0,44.25,6.75,0.75,2.75,150,9,0.5,296,37.25,6.75,1,30.5,6,1.5,22.5,3.75,1
2020-11-24T06:00:00,33.55544333,136.8644583,0,999,0,94.25,8.75,0.75,3,216.25,7.25,0.25,296.25,35.25,6.75,1,30,6,1.5,20.75,3.75,1
2020-11-24T07:00:00,33.64871833,137.09043,0,837.25,0,280,6,1,3,144.75,6.75,0.75,296.5,45.75,6.75,1.25,41.5,6,1.5,27,3.75,0.75
2020-11-24T08:00:00,33.74449,137.3058717,0,783.25,0,82,7.5,1.25,3,263.75,6.25,0.5,296.5,60,6.75,1.5,56,6.25,1.5,36.5,3.75,0.75
2020-11-24T09:00:00,33.85086667,137.5466567,0,999,0,315.75,5,0.5,3.5,263.5,10.25,0,296.75,71.75,7.25,1,67.25,6.5,1.75,58.75,4.5,1.25
2020-11-24T10:00:00,33.96074167,137.7956867,0,999,0,301.5,5,0.25,4,245.25,7,0,296.75,88.25,7.5,0.5,72.75,6.5,2.25,62.5,5,1.75
2020-11-24T11:00:00,34.05975667,138.0344667,0,999,0,54.5,26.25,1.25,4.5,277.75,5.25,0.25,297,101.75,8,1,71.25,6.5,2.25,61.5,6,2.25
2020-11-24T12:00:00,34.15993667,138.2667967,4.76837158203125E-7,792.75,0,49.25,19.25,1.25,4,265,5,0,296.75,100.5,7.75,1.25,72.75,6.5,2.25,56.25,5.5,1.75
2020-11-24T13:00:00,34.250555,138.4905633,9.5367431640625E-7,596,0,58.25,17.25,1.25,3.75,272,5,0,296,101.5,7.5,1.25,72.5,6.25,2,51.5,5.25,1.5
2020-11-24T14:00:00,34.34487,138.7129417,0.05172407627105713,390.75,0,101.75,16.75,1,3.5,209.5,5.5,0,295.25,106,7.25,1.25,71.5,6,1.75,49.5,5,1.5
2020-11-24T15:00:00,34.44140833,138.926915,0.10501432418823242,236,0,112.25,7.25,1,3.5,256,5.5,0,295,109.75,7.25,1,67.5,5.75,1.75,46.5,4.75,1.5
2020-11-24T16:00:00,34.517515,139.131105,0.1212538480758667,247,0,115.5,7.5,1,4,275.5,9,0,295.5,112.5,7.25,1,62.25,5.75,2,44,5,1.75
2020-11-24T17:00:00,34.59573333,139.3346933,0.09366941452026367,239,0,96.5,11.25,1,4,185.25,9,0,295.5,112.75,7.25,1.25,58.5,5.75,2,36.25,5,1.75
2020-11-24T18:00:00,34.66621833,139.54479,0.03232693672180176,243.5,0,283.25,12.25,1,4.5,174.25,6.75,0.25,295.75,112.25,7.5,1.25,54.25,5.75,2.25,32.25,5,2
2020-11-24T19:00:00,34.70906333,139.72971,0.06104767322540283,395,0,114.5,7.5,1.25,4,235,14.75,0.25,295,112.75,7.25,1.25,61.25,5.75,2,30,4.75,1.5
2020-11-24T20:00:00,34.77942667,139.933985,0.06105804443359375,469.5,0,113.75,7.5,1.25,3.75,307.25,11.5,0.25,295,112.25,7.25,1.25,64,5.75,2,28.25,4.75,1.5
2020-11-24T21:00:00,34.88356167,140.1351417,0.1692523956298828,447.5,0,115.5,7.5,1.5,3.75,200.25,9.75,0,294.75,114,7.25,1.25,71.5,6,2,31.25,4.5,1.25
2020-11-24T22:00:00,35.00137,140.34493,0.08029496669769287,578.75,0,111.5,7.25,1.5,3.75,246.5,7,0,295.75,109.5,7,1.5,77.75,6,2,31.5,4.5,1.25
2020-11-24T23:00:00,35.12249333,140.5571817,0.18292677402496338,559.5,0,108.25,7,1.5,3.5,198.25,6.5,0.25,296,100.75,6.75,1.5,83.75,6,1.75,21.25,4,1
2020-11-25T00:00:00,35.21777833,140.7288917,0,472,0,106.75,6.75,1.5,3.5,173.25,13,0,294.75,100,6.75,1.5,86.25,6,1.75,31.5,4,1
2020-11-25T01:00:00,35.337465,140.9504233,0.0000032186508178710938,345,0,114.5,6.75,1.5,3.5,105.25,5.5,0.75,295,94.25,6.5,1.75,87.25,6,1.75,47.25,3.5,0.75
2020-11-25T02:00:00,35.46803,141.19949,5.960464477539062E-7,554.5,0,62.75,13.75,1.5,3.75,168,12.75,0.25,295.5,92.5,6.75,1.5,89.25,6,2,52.5,4,1
2020-11-25T03:00:00,35.60181333,141.45704,0,942.25,0,99,6.5,1.75,3.75,241.5,8.5,0.25,295.5,91.5,6.5,1.75,89.75,6,2,71.25,3.5,0.75
2020-11-25T04:00:00,35.73408,141.7045867,0,953.25,0,83.75,10.25,1.75,3.75,232.75,10.25,0.25,296,90.75,6.75,1.75,87.75,6,2,69.75,4,1
2020-11-25T05:00:00,35.8692,141.96928,0,999,0,96.5,6.75,1.75,4,284,4.25,0,296.5,89.25,6.75,1.75,88.5,6.25,2,76,4.25,1
2020-11-25T06:00:00,35.96922,142.1670867,0,999,0,87.25,10.5,1.5,4,201.75,8.75,0.25,296.25,93.75,6.75,1.75,86.75,6.25,2,64,4.5,1
2020-11-25T07:00:00,36.1164,142.4606133,0,999,0,52.25,18,1.25,4,153.75,18,0.75,296.25,94.5,7,1.75,83.75,6.25,2,70,4.75,1.25
2020-11-25T08:00:00,36.24272,142.7212533,0,999,0,92.25,11,1.5,4,244.25,5.5,0,296.5,103,7,1.5,80.75,6.25,2,62.25,4.75,1.25
2020-11-25T09:00:00,36.3624,142.9584,0,999,0,112.5,7.25,1.5,4,271,5.25,0,296.5,109.25,7,1.5,80,6,2.25,59.25,5,1.5
2020-11-25T10:00:00,36.48282667,143.2012267,0,999,0,79.75,14.5,1.5,4.25,161,16.75,0.25,296.5,116.25,7.25,1.5,80.25,6,2.25,56.75,5.25,1.75
2020-11-25T11:00:00,36.57210667,143.4069067,0,999,0,72.75,15.25,1.5,4,97.25,20.75,0.5,296.25,115.25,7.25,1.5,80.5,6,2,52.5,5,1.5
2020-11-25T12:00:00,36.67427833,143.631825,0,999,0,98.25,7,1.5,4,127.75,8,1,296.25,109.25,7.25,1.75,84,6.25,2,52.25,4.5,1.25
2020-11-25T13:00:00,36.80629333,143.8778133,0,999,0,98.75,6.75,1.5,4,64.25,15.75,0.75,296.25,113,7,1.75,85.5,6.25,2,41.75,4.25,1
2020-11-25T14:00:00,36.90917333,144.09168,0,999,0,123,7.25,1.5,4,37.75,22.5,0.5,295.75,118.25,7.25,1.75,84.5,6.25,2,24.25,4.5,1.25
2020-11-25T16:00:00,37.15661333,144.5946133,0,999,0,127,7.5,1.5,4.25,353.75,27.75,0.25,294,127.25,7.5,1.5,73,6,2.25,28,4.5,1.5
2020-11-25T17:00:00,37.23944,144.75872,0,999,0,128.5,7.5,1.5,4.25,180,19.5,0.25,292.5,127.75,7.5,1.5,73.75,6.25,2.25,91.5,4.5,1.5
2020-11-25T19:00:00,37.45066667,145.2163467,0,999,0,133.5,7.75,1.75,3.75,6.5,10.5,0.75,291.25,124,7.25,1.75,101,6.5,2,351.25,4,1
2020-11-25T21:00:00,37.66008,145.6608,0,999,0,138.75,7.75,1.5,3.75,26.5,5.25,0.5,292.5,130.25,7.5,1.75,116.75,6.75,2,335,4.25,1
2020-11-25T22:00:00,37.68264,145.8462667,0,999,0,140.75,8,1.5,3.75,18.25,7.5,0.75,292.75,133,7.5,1.75,121.5,7,2,335.25,4,1
2020-11-25T23:00:00,37.67304,146.0811683,0,999,0,143.5,8,1.75,3.75,4.75,10.25,0.75,292.5,135.25,7.5,1.75,127.25,7,2,333,4,0.75
2020-11-26T00:00:00,37.66930667,146.31016,0,999,0,145,8,1.75,3.75,47.25,9.5,0.75,292.25,135.75,7.5,1.75,132,7,2,327.5,3.75,0.75
2020-11-26T01:00:00,37.67288,146.56016,0,999,0,146.25,8,1.75,3.75,3.5,9.75,0.75,291.5,138.25,7.5,1.75,137.5,7.25,2,320.5,3.5,0.5
2020-11-26T02:00:00,37.68074667,146.84648,0,999,0,149.75,8.25,1.75,3.75,88.5,8.5,0.75,291.25,142.75,7.75,1.75,143.25,7.25,2,319,3.5,0.5
2020-11-26T03:00:00,37.68877333,147.1341867,0,999,0,151.25,8.25,1.75,3.75,170.25,7.25,0.75,290.75,146.25,7.75,2,147.25,7.5,2,314.25,3.25,0.5
