#nWings;aws;awa;alpha0;alpha1;alpha2;alpha3;center0;center1;center2;center3;backgroundMesh;profileMesh0;profileMesh1;profileMesh2;profileMesh3;targetMesh;targetCase;Account;cores;walltime;DirName;jobNameID;Cx0Mean;Cx0Var;Cy0Mean;Cy0Var;Cm0Mean;Cm0Var; Cx1Mean;Cx1Var;Cy1Mean;Cy1Var;Cm1Mean;Cm1Var; Cx2Mean;Cx2Var;Cy2Mean;Cy2Var;Cm2Mean;Cm2Var; Cx3Mean;Cx3Var;Cy3Mean;Cy3Var;Cm3Mean;Cm3Var;;;;Total ;1284
4;7.7;51.3;3;0;-8;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID220;Case3_Run500to749_ID220;1.969934;0.000282;1.21238;0.000269;-0.360316;0.000118;1.206131;8.70E-05;0.938367;9.30E-05;-0.261293;3.80E-05;2.380242;0.000352;2.191886;0.000616;-0.51875;0.000495;1.717852;0.00013;1.9207;0.000214;-0.409026;8.20E-05;CONVERGED;;;;
4;7.7;51.3;5;0;-8;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID221;Case3_Run500to749_ID221;1.85197;0.000128;1.132201;0.000328;-0.356097;0.000184;1.219785;0.000163;0.944006;0.000248;-0.262538;0.000146;2.393727;0.000487;2.188044;0.000531;-0.517814;0.000248;1.729453;0.000387;1.926882;0.000705;-0.409905;0.000346;CONVERGED;;;;
4;7.7;51.3;-5;-10;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID222;Case3_Run500to749_ID222;0.761955;0.000707;0.811204;0.001004;-0.281321;0.000445;0.545766;0.002147;0.697146;0.001636;-0.223056;0.000479;2.655786;0.001217;2.238643;0.001475;-0.53177;0.000701;2.140393;0.011408;2.151982;0.024621;-0.436743;0.010455;NOTCONVERGED;;;;
4;7.7;51.3;-3;-10;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID223;Case3_Run500to749_ID223;0.82537;0.000786;0.790243;0.000997;-0.270257;0.00053;0.548987;0.002344;0.699418;0.001716;-0.223474;0.000447;2.57427;0.001335;2.187696;0.001549;-0.526219;0.00064;2.120695;0.011557;2.146287;0.02455;-0.436618;0.010451;NOTCONVERGED;;;;
4;7.7;51.3;-1;-10;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID224;Case3_Run500to749_ID224;2.147042;0.000428;1.350727;0.000619;-0.362526;0.000246;0.620452;0.008937;0.758888;0.011402;-0.235397;0.003764;2.233826;0.000411;2.056955;0.000672;-0.514643;0.00026;1.849088;0.007544;2.010841;0.016659;-0.420499;0.007969;NOTCONVERGED;;;;
4;7.7;51.3;1;-10;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID225;Case3_Run500to749_ID225;2.096947;0.000478;1.309765;0.000438;-0.370934;0.000219;1.127759;0.013325;1.001009;0.018346;-0.231642;0.006495;2.243314;0.000174;2.065414;0.000323;-0.516885;0.000177;1.756525;0.000983;1.958521;0.001574;-0.415778;0.000555;NOTCONVERGED;;;;
4;7.7;51.3;3;-10;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID226;Case3_Run500to749_ID226;1.96421;0.000495;1.215697;0.000506;-0.362858;0.000212;0.643176;0.010623;0.771162;0.012266;-0.237751;0.004032;2.254811;0.000645;2.052384;0.00067;-0.512832;0.000233;1.856854;0.007912;2.01217;0.016001;-0.420263;0.007615;NOTCONVERGED;;;;
4;7.7;51.3;5;-10;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID227;Case3_Run500to749_ID227;1.8487;0.000609;1.134328;0.0006;-0.358291;0.000275;0.600056;0.008427;0.745129;0.010502;-0.23401;0.003503;2.27584;0.000368;2.052832;0.000628;-0.512476;0.000235;1.902399;0.010126;2.040484;0.021821;-0.424046;0.010023;NOTCONVERGED;;;;
4;7.7;51.3;-5;-8;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID228;Case3_Run500to749_ID228;0.773185;0.000375;0.822236;0.000557;-0.283643;0.000266;1.174597;0.011298;0.979208;0.015069;-0.229664;0.005453;2.62591;0.00188;2.236407;0.00193;-0.533427;0.000882;1.893755;0.000745;2.00144;0.000693;-0.417349;0.000196;NOTCONVERGED;;;;
4;7.7;51.3;-3;-8;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID229;Case3_Run500to749_ID229;0.858086;0.00073;0.817725;0.001001;-0.277971;0.00059;1.540536;0.001174;1.1932;0.000826;-0.264254;0.00024;2.55789;0.000767;2.202269;0.000667;-0.5318;0.000266;1.825148;0.00023;1.99205;0.000351;-0.418388;0.000207;NOTCONVERGED;;;;
4;7.7;51.3;-1;-8;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID230;Case3_Run500to749_ID230;2.210369;0.000463;1.391273;0.000376;-0.374582;0.000201;1.496445;0.000135;1.201905;0.000293;-0.271687;0.000168;2.244347;0.000245;2.083198;0.000406;-0.522012;0.000221;1.686254;0.000223;1.937158;0.000373;-0.414226;0.000166;CONVERGED;;;;
4;7.7;51.3;1;-8;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID231;Case3_Run500to749_ID231;2.127304;0.000455;1.326851;0.000561;-0.376245;0.000275;1.501031;7.50E-05;1.201498;0.000124;-0.271104;7.50E-05;2.254759;0.000454;2.081481;0.000511;-0.521249;0.000308;1.694736;0.000195;1.94089;0.000198;-0.41445;7.50E-05;CONVERGED;;;;
4;7.7;51.3;3;-8;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID232;Case3_Run500to749_ID232;2.016078;0.000252;1.248296;0.000299;-0.373118;0.000138;1.507592;0.000121;1.201664;0.00019;-0.27092;7.60E-05;2.267726;0.000226;2.078989;0.000317;-0.52004;0.000185;1.706066;0.000199;1.946292;0.000353;-0.415021;0.000135;CONVERGED;;;;
4;7.7;51.3;5;-8;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID233;Case3_Run500to749_ID233;1.893631;0.000232;1.164693;0.000253;-0.368293;0.000154;1.515742;0.000113;1.202502;0.000195;-0.270778;8.30E-05;2.284021;0.000117;2.077957;0.000146;-0.519521;5.70E-05;1.718818;0.000106;1.952985;0.000219;-0.415979;0.000115;CONVERGED;;;;
4;7.7;51.3;-5;-6;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID234;Case3_Run500to749_ID234;0.785299;0.000424;0.834988;0.000708;-0.288387;0.00038;1.585309;0.000164;1.203506;0.0003;-0.281031;0.000155;2.645586;0.000837;2.258574;0.000654;-0.538973;0.000292;1.825245;0.000216;1.987443;0.000386;-0.416896;0.000148;CONVERGED;;;;
4;7.7;51.3;-3;-6;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID235;Case3_Run500to749_ID235;0.858342;0.000615;0.818047;0.000913;-0.278052;0.000518;1.57569;0.000104;1.198681;0.000239;-0.280251;0.000134;2.55765;0.001287;2.203154;0.000894;-0.532286;0.000399;1.817655;0.00031;1.988134;0.000547;-0.417784;0.000239;NOTCONVERGED;;;;
4;7.7;51.3;-1;-6;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID236;Case3_Run500to749_ID236;2.20283;0.000368;1.388914;0.000345;-0.373928;0.000196;1.449166;0.000117;1.153478;0.000179;-0.273839;0.000106;2.237095;0.000146;2.07723;0.000216;-0.520441;0.00014;1.689879;0.00016;1.93316;0.000231;-0.412975;9.00E-05;CONVERGED;;;;
4;7.7;51.3;1;-6;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID237;Case3_Run500to749_ID237;2.11778;0.000284;1.323217;0.000395;-0.374939;0.000217;1.457321;0.000242;1.155414;0.000333;-0.274024;0.000202;2.248061;0.000207;2.075823;0.000377;-0.519745;0.000199;1.699025;0.00033;1.938107;0.000403;-0.41372;0.000164;CONVERGED;;;;
4;7.7;51.3;3;-6;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID238;Case3_Run500to749_ID238;2.008913;0.000155;1.245902;0.000367;-0.372443;0.000179;1.469096;9.70E-05;1.159254;0.000223;-0.274848;0.000106;2.262504;0.000177;2.074825;0.000315;-0.519104;0.000158;1.709637;0.000252;1.943583;0.000475;-0.414365;0.000204;CONVERGED;;;;
4;7.7;51.3;5;-6;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID239;Case3_Run500to749_ID239;1.886371;0.000139;1.162029;0.000217;-0.367475;0.00012;1.479384;0.000197;1.161629;0.000262;-0.274932;0.000145;2.278513;9.80E-05;2.073407;0.000186;-0.51838;7.80E-05;1.721653;0.000168;1.949675;0.000287;-0.415132;0.000135;CONVERGED;;;;
4;7.7;51.3;-5;-4;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID240;Case3_Run500to749_ID240;0.782178;0.000561;0.832346;0.0008;-0.287367;0.000405;1.527973;0.000258;1.150033;0.00037;-0.28257;0.000182;2.636467;0.001092;2.251573;0.001002;-0.537445;0.000424;1.829446;0.000382;1.982773;0.000674;-0.415718;0.000291;NOTCONVERGED;;;;
4;7.7;51.3;-3;-4;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID241;Case3_Run500to749_ID241;0.857838;0.000619;0.816152;0.00094;-0.276758;0.00052;1.517507;0.000398;1.144851;0.000421;-0.281795;0.000223;2.546816;0.001184;2.195099;0.000864;-0.530525;0.00029;1.82201;0.000291;1.983754;0.000406;-0.416746;0.000163;NOTCONVERGED;;;;
4;7.7;51.3;-1;-4;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID242;Case3_Run500to749_ID242;2.191459;0.000219;1.384235;0.000422;-0.372377;0.000216;1.376488;0.000304;1.088146;0.000373;-0.271734;0.000189;2.231077;0.000372;2.071838;0.000339;-0.519354;0.000188;1.697901;0.000445;1.930327;0.000564;-0.412099;0.000215;CONVERGED;;;;
4;7.7;51.3;1;-4;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID243;Case3_Run500to749_ID243;2.107273;0.000419;1.319152;0.000509;-0.373779;0.000286;1.38598;0.000175;1.091372;0.000296;-0.272354;0.000134;2.241471;0.000591;2.069949;0.000818;-0.518403;0.000445;1.705323;0.00037;1.933422;0.000429;-0.4121;0.00015;CONVERGED;;;;
4;7.7;51.3;3;-4;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID244;Case3_Run500to749_ID244;1.996911;0.00031;1.241011;0.000351;-0.370775;0.00018;1.396366;0.000135;1.094385;0.000211;-0.272681;0.000143;2.255266;0.000321;2.068192;0.000375;-0.517513;0.000208;1.716677;0.000237;1.939683;0.000544;-0.413188;0.000266;CONVERGED;;;;
4;7.7;51.3;5;-4;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID245;Case3_Run500to749_ID245;1.87508;0.000295;1.157446;0.000231;-0.365893;0.000124;1.40942;0.000157;1.098677;0.000263;-0.273341;0.000152;2.270495;0.000385;2.065979;0.000485;-0.516284;0.000237;1.729089;0.000147;1.945986;0.000484;-0.413933;0.000259;CONVERGED;;;;
4;7.7;51.3;-5;-2;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID246;Case3_Run500to749_ID246;0.779396;0.000351;0.828836;0.000554;-0.285885;0.000316;1.446205;8.90E-05;1.081368;9.90E-05;-0.279969;4.70E-05;2.625642;0.001035;2.243109;0.001232;-0.535817;0.00056;1.837729;0.000401;1.978416;0.00033;-0.414658;0.000125;NOTCONVERGED;;;;
4;7.7;51.3;-3;-2;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID247;Case3_Run500to749_ID247;0.855447;0.000906;0.812907;0.001068;-0.275156;0.000597;1.43543;0.000269;1.075856;0.000195;-0.278972;0.000107;2.534827;0.001691;2.185757;0.001634;-0.528443;0.000719;1.829543;0.000279;1.979074;0.000643;-0.415613;0.00028;NOTCONVERGED;;;;
4;7.7;51.3;-1;-2;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run500to749/ID248;Case3_Run500to749_ID248;2.178947;0.000326;1.379511;0.000441;-0.370942;0.000222;1.291331;0.000127;1.01485;0.000168;-0.267293;9.30E-05;2.22122;0.000344;2.062981;0.000515;-0.516963;0.000257;1.707122;0.000129;1.926903;0.00046;-0.411025;0.000233;CONVERGED;;;;
4;7.7;51.3;3;-2;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID0;Case3_Run750to999_ID0;1.984087;0.000417;1.23594;0.000436;-0.369181;0.000269;1.312208;0.000125;1.022184;0.000201;-0.268465;0.000124;2.245985;0.000323;2.059842;0.00062;-0.515251;0.000431;1.725675;0.000267;1.935784;0.00055;-0.411895;0.000277;CONVERGED;;;;
4;7.7;51.3;5;-2;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID1;Case3_Run750to999_ID1;1.862481;0.00011;1.152245;0.000276;-0.36418;0.000161;1.325487;0.000157;1.027065;0.000172;-0.26938;0.000103;2.262149;0.000386;2.058355;0.000812;-0.514373;0.000686;1.737447;0.000249;1.941548;0.000517;-0.412531;0.000273;CONVERGED;;;;
4;7.7;51.3;-5;0;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID2;Case3_Run750to999_ID2;0.776119;0.000645;0.824915;0.000869;-0.284171;0.000452;1.355177;0.000196;1.007016;0.000286;-0.275817;0.00018;2.611228;0.00096;2.232384;0.00099;-0.533463;0.000493;1.845942;0.000367;1.972997;0.000554;-0.413351;0.000231;CONVERGED;;;;
4;7.7;51.3;-3;0;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID3;Case3_Run750to999_ID3;0.851937;0.0004;0.808887;0.00068;-0.273099;0.000481;1.342498;0.00024;1.00029;0.000262;-0.274177;0.000167;2.524675;0.001117;2.177423;0.000749;-0.526702;0.0003;1.838074;0.000342;1.973256;0.000437;-0.414002;0.000223;NOTCONVERGED;;;;
4;7.7;51.3;-1;0;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID4;Case3_Run750to999_ID4;2.166325;0.000344;1.374571;0.000438;-0.369498;0.000205;1.199847;0.000119;0.93765;0.000185;-0.261604;0.000124;2.212749;0.000424;2.055264;0.000444;-0.514982;0.000269;1.71656;0.000139;1.922442;0.000287;-0.409555;0.000108;CONVERGED;;;;
4;7.7;51.3;1;0;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID5;Case3_Run750to999_ID5;2.080191;0.000245;1.308281;0.000369;-0.370282;0.000189;1.208702;0.00011;0.940816;0.000178;-0.26204;0.00012;2.222636;0.00038;2.05295;0.000554;-0.513892;0.000284;1.725469;0.00019;1.926795;0.000319;-0.410071;0.000138;CONVERGED;;;;
4;7.7;51.3;3;0;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID6;Case3_Run750to999_ID6;1.971991;0.000324;1.230774;0.000252;-0.367466;0.000121;1.220419;0.000113;0.945279;0.000176;-0.262822;0.000106;2.238135;0.000662;2.052598;0.001012;-0.513457;0.000722;1.735725;0.000473;1.931622;0.000552;-0.410534;0.000193;NOTCONVERGED;;;;
4;7.7;51.3;5;0;-6;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID7;Case3_Run750to999_ID7;1.849325;0.000231;1.146594;0.000179;-0.362192;7.40E-05;1.233498;0.000274;0.950456;0.000347;-0.263843;0.000217;2.254066;0.000184;2.050857;0.000289;-0.512545;0.000173;1.746612;0.000151;1.936612;0.000265;-0.410992;0.000103;CONVERGED;;;;
4;7.7;51.3;-5;-10;-4;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID8;Case3_Run750to999_ID8;0.790515;0.000726;0.837573;0.000925;-0.288826;0.000401;0.5462;0.001894;0.697263;0.001455;-0.223191;0.000407;2.448785;0.00136;2.064434;0.001319;-0.521987;0.000583;2.168988;0.010971;2.169426;0.023923;-0.439442;0.010167;NOTCONVERGED;;;;
4;7.7;51.3;-3;-10;-4;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID9;Case3_Run750to999_ID9;0.87395;0.001621;0.824187;0.000911;-0.278163;0.00032;0.548815;0.002138;0.700291;0.001863;-0.224066;0.000572;2.370386;0.001466;2.016296;0.001119;-0.515843;0.000422;2.142846;0.011862;2.160651;0.02532;-0.43877;0.010772;NOTCONVERGED;;;;
4;7.7;51.3;-1;-10;-4;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID10;Case3_Run750to999_ID10;2.16338;0.00059;1.379844;0.000786;-0.372371;0.000345;0.617345;0.009175;0.758313;0.011483;-0.236158;0.003781;2.075963;0.000501;1.905892;0.000569;-0.505802;0.000217;1.87464;0.008339;2.027648;0.01816;-0.423161;0.008605;NOTCONVERGED;;;;
4;7.7;51.3;1;-10;-4;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID11;Case3_Run750to999_ID11;2.098625;0.00062;1.330427;0.000568;-0.378565;0.000267;1.082408;0.016228;0.97641;0.022392;-0.230582;0.007725;2.083941;0.000472;1.911786;0.000607;-0.507521;0.000263;1.783591;0.001493;1.971114;0.003162;-0.416913;0.001074;NOTCONVERGED;;;;
4;7.7;51.3;3;-10;-4;-14;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run750to999/ID12;Case3_Run750to999_ID12;1.965791;0.000558;1.233928;0.000673;-0.370036;0.000287;0.626317;0.009884;0.763132;0.011753;-0.237662;0.003847;2.103332;0.000568;1.906248;0.000595;-0.504634;0.00022;1.892128;0.009152;2.035191;0.019078;-0.423686;0.008981;NOTCONVERGED;;;;
