#nWings;aws;awa;alpha0;alpha1;alpha2;alpha3;center0;center1;center2;center3;backgroundMesh;profileMesh0;profileMesh1;profileMesh2;profileMesh3;targetMesh;targetCase;Account;cores;walltime;DirName;jobNameID;Cx0Mean;Cx0Var;Cy0Mean;Cy0Var;Cm0Mean;Cm0Var; Cx1Mean;Cx1Var;Cy1Mean;Cy1Var;Cm1Mean;Cm1Var; Cx2Mean;Cx2Var;Cy2Mean;Cy2Var;Cm2Mean;Cm2Var; Cx3Mean;Cx3Var;Cy3Mean;Cy3Var;Cm3Mean;Cm3Var;;;;Total ;1284
4;7.7;51.3;-1;-6;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID89;Case3_Run250to499_ID89;2.237897;0.000356;1.420819;0.0004;-0.384521;0.000181;1.440062;6.30E-05;1.122667;8.70E-05;-0.263471;4.10E-05;2.101224;0.000131;1.93908;0.000276;-0.515301;0.000181;1.856318;0.000245;2.137233;0.000641;-0.410685;0.000276;CONVERGED;;;;
4;7.7;51.3;1;-6;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID90;Case3_Run250to499_ID90;2.148008;0.000227;1.351795;0.000272;-0.38521;0.00013;1.448752;0.000385;1.125308;0.000473;-0.263998;0.000238;2.114522;0.000226;1.940209;0.000228;-0.515163;0.000101;1.862548;0.000366;2.138739;0.00052;-0.410496;0.000199;CONVERGED;;;;
4;7.7;51.3;3;-6;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID91;Case3_Run250to499_ID91;2.032106;0.000152;1.270064;0.000169;-0.381434;7.10E-05;1.457041;5.80E-05;1.126987;5.90E-05;-0.263936;3.40E-05;2.128699;0.000205;1.93911;0.000283;-0.513897;0.000185;1.871274;0.000143;2.140776;0.000396;-0.410242;0.000155;CONVERGED;;;;
4;7.7;51.3;5;-6;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID92;Case3_Run250to499_ID92;1.906351;0.000177;1.183592;0.000208;-0.376087;0.000106;1.468557;7.60E-05;1.13053;0.000171;-0.264626;8.60E-05;2.146459;0.000392;1.939503;0.000395;-0.513214;0.000229;1.880271;0.000149;2.143222;0.000502;-0.410218;0.000247;CONVERGED;;;;
4;7.7;51.3;-5;-4;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID93;Case3_Run250to499_ID93;0.821359;0.000677;0.864322;0.000456;-0.296415;0.000188;1.518305;0.000112;1.127847;0.000181;-0.274825;0.000113;2.438549;0.001013;2.08026;0.000581;-0.528264;0.000153;1.935413;0.001003;2.12354;0.00095;-0.40024;0.000251;NOTCONVERGED;;;;
4;7.7;51.3;-3;-4;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID94;Case3_Run250to499_ID94;0.921524;0.002574;0.857351;0.001291;-0.286515;0.000555;1.505568;0.00047;1.120567;0.000236;-0.273624;9.70E-05;2.356174;0.002008;2.029574;0.001381;-0.521424;0.000486;1.934793;0.000451;2.132714;0.000545;-0.402783;0.000178;NOTCONVERGED;;;;
4;7.7;51.3;-1;-4;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID95;Case3_Run250to499_ID95;2.227886;0.000131;1.417232;0.000244;-0.383563;0.000152;1.374928;0.000163;1.064394;0.000268;-0.262843;0.000135;2.094143;0.00012;1.933063;0.000222;-0.513799;0.000107;1.857735;0.000191;2.127974;0.00034;-0.408763;0.000188;CONVERGED;;;;
4;7.7;51.3;1;-4;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID96;Case3_Run250to499_ID96;2.135506;0.000166;1.346925;0.000196;-0.383552;9.10E-05;1.384357;0.000232;1.067604;0.000223;-0.263439;0.000113;2.106482;0.000396;1.932921;0.000456;-0.513021;0.000233;1.864028;0.000209;2.1292;0.000402;-0.408426;0.000209;CONVERGED;;;;
4;7.7;51.3;3;-4;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID97;Case3_Run250to499_ID97;2.022436;0.000326;1.266403;0.000324;-0.380391;0.000175;1.394804;4.40E-05;1.070951;6.50E-05;-0.263921;3.40E-05;2.122337;0.000145;1.933778;0.00029;-0.512631;0.000201;1.872221;0.000144;2.13143;0.000247;-0.408294;0.00017;CONVERGED;;;;
4;7.7;51.3;5;-4;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID98;Case3_Run250to499_ID98;1.895117;0.000123;1.179312;0.000234;-0.374599;0.000137;1.408323;0.000245;1.076002;0.00029;-0.265061;0.000157;2.138973;0.000198;1.93324;0.000332;-0.51156;0.000213;1.880611;0.000109;2.133226;0.00019;-0.40786;9.90E-05;CONVERGED;;;;
4;7.7;51.3;-5;-2;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID99;Case3_Run250to499_ID99;0.820565;0.000512;0.861294;0.00063;-0.294781;0.0003;1.441067;0.000147;1.064793;0.000318;-0.273783;0.00016;2.424132;0.00125;2.069738;0.001033;-0.52587;0.000423;1.928486;0.001151;2.105459;0.000799;-0.396491;0.000179;NOTCONVERGED;;;;
4;7.7;51.3;-3;-2;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID100;Case3_Run250to499_ID100;0.933597;0.004106;0.859438;0.001797;-0.284841;0.000446;1.425409;0.000499;1.055546;0.000226;-0.271712;9.30E-05;2.337389;0.002065;2.017002;0.001037;-0.51893;0.000173;1.929153;0.000564;2.116286;0.000672;-0.399662;0.000257;NOTCONVERGED;;;;
4;7.7;51.3;-1;-2;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID101;Case3_Run250to499_ID101;2.214537;0.000301;1.411861;0.000289;-0.381807;0.000174;1.293766;0.000107;0.996048;0.000197;-0.259364;0.000109;2.08628;0.000246;1.926118;0.000244;-0.511981;9.70E-05;1.859634;0.000115;2.11614;0.000256;-0.406124;0.000129;CONVERGED;;;;
4;7.7;51.3;1;-2;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID102;Case3_Run250to499_ID102;2.121613;0.000292;1.341398;0.000305;-0.381802;0.000175;1.303759;0.000107;0.999846;0.000183;-0.260122;0.000102;2.09888;0.000156;1.926303;0.000187;-0.511467;0.000111;1.865712;0.000312;2.117628;0.000569;-0.405949;0.00027;CONVERGED;;;;
4;7.7;51.3;3;-2;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID103;Case3_Run250to499_ID103;2.009265;0.000292;1.261324;0.000204;-0.378803;9.80E-05;1.314403;0.000192;1.003569;0.000152;-0.260712;7.10E-05;2.112621;0.000353;1.925334;0.000393;-0.510258;0.000267;1.873085;0.00011;2.118686;0.000239;-0.40542;8.20E-05;CONVERGED;;;;
4;7.7;51.3;5;-2;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID104;Case3_Run250to499_ID104;1.882737;0.000263;1.174187;0.000277;-0.372997;0.000157;1.328022;0.000263;1.008925;0.000235;-0.261884;0.000122;2.130853;0.000284;1.926263;0.000385;-0.509787;0.00022;1.881809;0.000154;2.121055;0.000466;-0.405449;0.000184;CONVERGED;;;;
4;7.7;51.3;-5;0;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID105;Case3_Run250to499_ID105;0.819667;0.000636;0.857512;0.000515;-0.292535;0.000295;1.34566;0.000739;0.992614;0.000221;-0.270174;0.000137;2.402361;0.001808;2.054253;0.001155;-0.522477;0.0003;1.902631;0.004121;2.069653;0.003167;-0.389472;0.000543;NOTCONVERGED;;;;
4;7.7;51.3;-3;0;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID106;Case3_Run250to499_ID106;0.949019;0.004897;0.861859;0.001853;-0.282665;0.000478;1.331046;0.000513;0.981774;0.000291;-0.267156;0.000107;2.316119;0.002654;2.002467;0.001415;-0.515986;0.000315;1.922107;0.000747;2.097038;0.00073;-0.395832;0.000285;NOTCONVERGED;;;;
4;7.7;51.3;-1;0;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID107;Case3_Run250to499_ID107;2.200878;0.0001;1.406885;0.000168;-0.380418;7.60E-05;1.203618;0.000118;0.922089;0.000118;-0.254111;6.50E-05;2.076395;7.20E-05;1.917639;7.80E-05;-0.50974;3.40E-05;1.861616;0.000103;2.10326;0.00026;-0.403331;0.000144;CONVERGED;;;;
4;7.7;51.3;1;0;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID108;Case3_Run250to499_ID108;2.10803;0.0002;1.336023;0.00024;-0.380119;0.000117;1.214388;0.000136;0.926605;0.000174;-0.255175;0.00011;2.08952;0.000311;1.918152;0.000305;-0.50929;0.000142;1.868099;0.000185;2.105138;0.000438;-0.403318;0.000248;CONVERGED;;;;
4;7.7;51.3;3;0;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID109;Case3_Run250to499_ID109;1.993808;0.000263;1.254878;0.000287;-0.376604;0.000137;1.226304;0.000106;0.931459;0.000137;-0.256217;7.30E-05;2.104769;0.000314;1.918082;0.000569;-0.508396;0.000338;1.874499;0.000175;2.105554;0.000579;-0.402777;0.000189;CONVERGED;;;;
4;7.7;51.3;5;0;-4;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID110;Case3_Run250to499_ID110;1.868031;0.000153;1.167922;0.000178;-0.370835;7.90E-05;1.23832;0.000155;0.936025;0.000166;-0.25703;9.50E-05;2.122992;0.000267;1.919101;0.000465;-0.507968;0.000268;1.882948;0.000242;2.10766;0.000515;-0.402698;0.000191;CONVERGED;;;;
4;7.7;51.3;-5;-10;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID111;Case3_Run250to499_ID111;0.833556;0.000598;0.855755;0.000781;-0.285883;0.000398;0.71415;0.009347;0.859673;0.012812;-0.264132;0.004558;2.126574;0.000948;1.817197;0.001104;-0.493991;0.000515;1.427617;0.010841;1.645483;0.023993;-0.325334;0.009208;NOTCONVERGED;;;;
4;7.7;51.3;-3;-10;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID112;Case3_Run250to499_ID112;2.216457;0.004934;1.449322;0.001813;-0.372982;0.000632;0.637938;0.011948;0.763848;0.012813;-0.235994;0.003869;1.913762;0.002418;1.754041;0.001954;-0.496443;0.000551;1.935476;0.016933;2.140276;0.022595;-0.400934;0.009031;NOTCONVERGED;;;;
4;7.7;51.3;-1;-10;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID113;Case3_Run250to499_ID113;2.195851;0.000599;1.409483;0.000738;-0.382557;0.000282;0.569947;0.007275;0.712747;0.008493;-0.224822;0.002756;1.936665;0.0005;1.765247;0.000633;-0.498878;0.000242;2.045538;0.010649;2.220032;0.027419;-0.413986;0.011946;NOTCONVERGED;;;;
4;7.7;51.3;1;-10;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID114;Case3_Run250to499_ID114;2.102672;0.000602;1.337726;0.000618;-0.382271;0.000272;0.561358;0.006566;0.706609;0.007154;-0.223715;0.00223;1.951595;0.000428;1.767447;0.000565;-0.498478;0.000227;2.062178;0.01097;2.227432;0.028004;-0.414783;0.012039;NOTCONVERGED;;;;
4;7.7;51.3;3;-10;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID115;Case3_Run250to499_ID115;1.988968;0.000655;1.256109;0.000744;-0.378661;0.000325;0.558272;0.006464;0.704412;0.006968;-0.223569;0.002108;1.969041;0.00041;1.76978;0.000525;-0.498078;0.000206;2.06958;0.011132;2.225365;0.02843;-0.41262;0.012152;NOTCONVERGED;;;;
4;7.7;51.3;5;-10;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID116;Case3_Run250to499_ID116;1.863356;0.000667;1.16895;0.000691;-0.372841;0.000302;0.55673;0.005878;0.702571;0.005902;-0.22323;0.001697;1.987086;0.00059;1.771443;0.000588;-0.497435;0.000214;2.078749;0.011519;2.224496;0.028805;-0.411282;0.012271;NOTCONVERGED;;;;
4;7.7;51.3;-5;-8;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID117;Case3_Run250to499_ID117;0.868918;0.000789;0.899886;0.000654;-0.305434;0.000345;1.536566;0.005876;1.171442;0.004144;-0.256781;0.000968;2.218843;0.001916;1.896035;0.001148;-0.514435;0.000303;1.939214;0.004801;2.129363;0.002775;-0.400453;0.000512;NOTCONVERGED;;;;
4;7.7;51.3;-3;-8;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID118;Case3_Run250to499_ID118;2.252861;0.012038;1.476012;0.005797;-0.380622;0.001652;1.480664;0.000872;1.16395;0.000328;-0.259401;9.40E-05;1.934536;0.001828;1.779841;0.00038;-0.504296;0.000108;1.878114;0.001319;2.157392;0.000778;-0.413665;0.00014;NOTCONVERGED;;;;
4;7.7;51.3;-1;-8;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID119;Case3_Run250to499_ID119;2.258702;0.000215;1.453895;0.000332;-0.395936;0.000171;1.47324;0.00013;1.158144;0.000154;-0.258217;5.50E-05;1.931687;0.000173;1.777949;0.000275;-0.504143;0.000141;1.87486;0.00024;2.152367;0.000536;-0.412654;0.000199;CONVERGED;;;;
4;7.7;51.3;1;-8;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID120;Case3_Run250to499_ID120;2.157299;0.000333;1.377363;0.000412;-0.394444;0.000206;1.476798;0.000136;1.156983;0.00012;-0.257658;5.00E-05;1.947241;0.000297;1.780844;0.000211;-0.504082;8.20E-05;1.882579;0.000213;2.153724;0.000504;-0.412357;0.000196;CONVERGED;;;;
4;7.7;51.3;3;-8;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID121;Case3_Run250to499_ID121;2.035897;0.000115;1.291265;0.000142;-0.389817;7.10E-05;1.47909;0.000187;1.154662;0.00019;-0.256726;9.60E-05;1.963778;0.00012;1.782519;0.000153;-0.503218;6.20E-05;1.891798;0.000233;2.155242;0.00037;-0.41196;0.00019;CONVERGED;;;;
4;7.7;51.3;5;-8;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID122;Case3_Run250to499_ID122;1.90536;0.000172;1.201033;0.000271;-0.383728;0.000163;1.482134;0.000136;1.152855;0.000192;-0.255837;9.30E-05;1.982635;0.000131;1.785014;0.000151;-0.502771;6.90E-05;1.900972;0.00029;2.156596;0.000312;-0.411563;0.000134;CONVERGED;;;;
4;7.7;51.3;-5;-6;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID123;Case3_Run250to499_ID123;0.867814;0.000572;0.900915;0.000821;-0.306217;0.000477;1.576552;0.000191;1.179153;0.000269;-0.272885;0.000108;2.222155;0.000859;1.898572;0.00068;-0.514947;0.00026;1.953067;0.000875;2.143834;0.000662;-0.403343;0.000131;CONVERGED;;;;
4;7.7;51.3;-3;-6;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID124;Case3_Run250to499_ID124;2.239173;0.013854;1.470775;0.006448;-0.379102;0.001824;1.459623;0.001812;1.133641;0.000966;-0.265821;0.000218;1.931539;0.00218;1.776751;0.000401;-0.50335;0.000103;1.877741;0.001514;2.152031;0.001084;-0.412473;0.000174;NOTCONVERGED;;;;
4;7.7;51.3;-1;-6;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID125;Case3_Run250to499_ID125;2.250218;0.000179;1.450479;0.000222;-0.394487;0.000125;1.454254;5.90E-05;1.129711;0.000129;-0.265002;6.80E-05;1.92762;0.000103;1.774672;9.70E-05;-0.503239;3.40E-05;1.872354;0.000119;2.14551;0.000186;-0.411097;9.30E-05;CONVERGED;;;;
4;7.7;51.3;1;-6;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID126;Case3_Run250to499_ID126;2.151404;0.00021;1.375398;0.000244;-0.39379;0.000102;1.463053;0.000107;1.132039;0.000184;-0.265437;0.000112;1.943362;0.000191;1.777799;0.000228;-0.50319;0.000139;1.879509;0.000176;2.147212;0.000331;-0.410917;0.000181;CONVERGED;;;;
4;7.7;51.3;3;-6;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID127;Case3_Run250to499_ID127;2.031787;0.000104;1.290346;0.000158;-0.389676;8.60E-05;1.472275;7.00E-05;1.13432;0.000129;-0.26552;8.00E-05;1.960024;0.000107;1.779895;0.000145;-0.502561;7.40E-05;1.888026;7.20E-05;2.149239;0.000193;-0.410743;9.60E-05;CONVERGED;;;;
4;7.7;51.3;5;-6;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID128;Case3_Run250to499_ID128;1.899967;0.000115;1.198756;0.000115;-0.382748;5.10E-05;1.483227;0.000159;1.137205;0.000262;-0.26583;0.000121;1.980538;0.000202;1.783399;0.000232;-0.502386;0.00011;1.897432;0.000202;2.15136;0.000656;-0.410769;0.000301;CONVERGED;;;;
4;7.7;51.3;-5;-4;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID129;Case3_Run250to499_ID129;0.86596;0.0006;0.89767;0.000873;-0.304618;0.000483;1.529465;0.000388;1.134593;0.000269;-0.276606;0.000139;2.213505;0.001091;1.892212;0.001091;-0.513445;0.000528;1.944916;0.001517;2.128857;0.001073;-0.400411;0.000208;NOTCONVERGED;;;;
4;7.7;51.3;-3;-4;-2;-18;(20,9.901,0);(68,9.901,0);(20,-9.901,0);(68,-9.901,0);4profiles700x720_NewRefined750;New_flap25;New_flap25;New_flap25;New_flap25;background4Wings;wing;FF4_AYRO;2;32;/g100_work/FF4_AYRO/AUTO_test_dev_kch/RUNS/Case3_Run250to499/ID130;Case3_Run250to499_ID130;2.272129;0.005166;1.48722;0.002503;-0.38369;0.000699;1.387632;0.000754;1.071907;0.000359;-0.26449;0.000101;1.917545;0.000965;1.769453;0.000303;-0.502019;6.10E-05;1.873826;0.000654;2.13843;0.000531;-0.40989;0.000123;NOTCONVERGED;;;;
